name,pd_notation
11a_281_0,"[[9, 21, 10, 20], [7, 3, 8, 2], [17, 7, 18, 6], [1, 18, 2, 19], [19, 14, 20, 15], [15, 22, 16, 1], [13, 9, 14, 8], [11, 4, 12, 5], [3, 12, 4, 13], [21, 11, 22, 10], [5, 17, 6, 16]]"
11a_281_1,"[[5, 17, 6, 16], [9, 21, 10, 20], [7, 3, 8, 2], [17, 7, 18, 6], [1, 18, 2, 19], [19, 14, 20, 15], [15, 22, 16, 1], [13, 9, 14, 8], [11, 4, 12, 5], [3, 12, 4, 13], [21, 11, 22, 10]]"
11a_281_2,"[[21, 11, 22, 10], [5, 17, 6, 16], [9, 21, 10, 20], [7, 3, 8, 2], [17, 7, 18, 6], [1, 18, 2, 19], [19, 14, 20, 15], [15, 22, 16, 1], [13, 9, 14, 8], [11, 4, 12, 5], [3, 12, 4, 13]]"
11a_281_3,"[[3, 12, 4, 13], [21, 11, 22, 10], [5, 17, 6, 16], [9, 21, 10, 20], [7, 3, 8, 2], [17, 7, 18, 6], [1, 18, 2, 19], [19, 14, 20, 15], [15, 22, 16, 1], [13, 9, 14, 8], [11, 4, 12, 5]]"
11a_281_4,"[[11, 4, 12, 5], [3, 12, 4, 13], [21, 11, 22, 10], [5, 17, 6, 16], [9, 21, 10, 20], [7, 3, 8, 2], [17, 7, 18, 6], [1, 18, 2, 19], [19, 14, 20, 15], [15, 22, 16, 1], [13, 9, 14, 8]]"
11a_281_5,"[[13, 9, 14, 8], [11, 4, 12, 5], [3, 12, 4, 13], [21, 11, 22, 10], [5, 17, 6, 16], [9, 21, 10, 20], [7, 3, 8, 2], [17, 7, 18, 6], [1, 18, 2, 19], [19, 14, 20, 15], [15, 22, 16, 1]]"
11a_281_6,"[[15, 22, 16, 1], [13, 9, 14, 8], [11, 4, 12, 5], [3, 12, 4, 13], [21, 11, 22, 10], [5, 17, 6, 16], [9, 21, 10, 20], [7, 3, 8, 2], [17, 7, 18, 6], [1, 18, 2, 19], [19, 14, 20, 15]]"
11a_281_7,"[[19, 14, 20, 15], [15, 22, 16, 1], [13, 9, 14, 8], [11, 4, 12, 5], [3, 12, 4, 13], [21, 11, 22, 10], [5, 17, 6, 16], [9, 21, 10, 20], [7, 3, 8, 2], [17, 7, 18, 6], [1, 18, 2, 19]]"
11a_281_8,"[[1, 18, 2, 19], [19, 14, 20, 15], [15, 22, 16, 1], [13, 9, 14, 8], [11, 4, 12, 5], [3, 12, 4, 13], [21, 11, 22, 10], [5, 17, 6, 16], [9, 21, 10, 20], [7, 3, 8, 2], [17, 7, 18, 6]]"
11a_281_9,"[[17, 7, 18, 6], [1, 18, 2, 19], [19, 14, 20, 15], [15, 22, 16, 1], [13, 9, 14, 8], [11, 4, 12, 5], [3, 12, 4, 13], [21, 11, 22, 10], [5, 17, 6, 16], [9, 21, 10, 20], [7, 3, 8, 2]]"
