name,pd_notation
11n_6_0,"[[7, 15, 8, 14], [5, 3, 6, 2], [11, 7, 12, 6], [9, 4, 10, 5], [3, 10, 4, 11], [15, 9, 16, 8], [12, 19, 13, 20], [20, 1, 21, 2], [16, 21, 17, 22], [22, 17, 1, 18], [18, 13, 19, 14]]"
11n_6_1,"[[18, 13, 19, 14], [7, 15, 8, 14], [5, 3, 6, 2], [11, 7, 12, 6], [9, 4, 10, 5], [3, 10, 4, 11], [15, 9, 16, 8], [12, 19, 13, 20], [20, 1, 21, 2], [16, 21, 17, 22], [22, 17, 1, 18]]"
11n_6_2,"[[22, 17, 1, 18], [18, 13, 19, 14], [7, 15, 8, 14], [5, 3, 6, 2], [11, 7, 12, 6], [9, 4, 10, 5], [3, 10, 4, 11], [15, 9, 16, 8], [12, 19, 13, 20], [20, 1, 21, 2], [16, 21, 17, 22]]"
11n_6_3,"[[16, 21, 17, 22], [22, 17, 1, 18], [18, 13, 19, 14], [7, 15, 8, 14], [5, 3, 6, 2], [11, 7, 12, 6], [9, 4, 10, 5], [3, 10, 4, 11], [15, 9, 16, 8], [12, 19, 13, 20], [20, 1, 21, 2]]"
11n_6_4,"[[20, 1, 21, 2], [16, 21, 17, 22], [22, 17, 1, 18], [18, 13, 19, 14], [7, 15, 8, 14], [5, 3, 6, 2], [11, 7, 12, 6], [9, 4, 10, 5], [3, 10, 4, 11], [15, 9, 16, 8], [12, 19, 13, 20]]"
11n_6_5,"[[12, 19, 13, 20], [20, 1, 21, 2], [16, 21, 17, 22], [22, 17, 1, 18], [18, 13, 19, 14], [7, 15, 8, 14], [5, 3, 6, 2], [11, 7, 12, 6], [9, 4, 10, 5], [3, 10, 4, 11], [15, 9, 16, 8]]"
11n_6_6,"[[15, 9, 16, 8], [12, 19, 13, 20], [20, 1, 21, 2], [16, 21, 17, 22], [22, 17, 1, 18], [18, 13, 19, 14], [7, 15, 8, 14], [5, 3, 6, 2], [11, 7, 12, 6], [9, 4, 10, 5], [3, 10, 4, 11]]"
11n_6_7,"[[3, 10, 4, 11], [15, 9, 16, 8], [12, 19, 13, 20], [20, 1, 21, 2], [16, 21, 17, 22], [22, 17, 1, 18], [18, 13, 19, 14], [7, 15, 8, 14], [5, 3, 6, 2], [11, 7, 12, 6], [9, 4, 10, 5]]"
11n_6_8,"[[9, 4, 10, 5], [3, 10, 4, 11], [15, 9, 16, 8], [12, 19, 13, 20], [20, 1, 21, 2], [16, 21, 17, 22], [22, 17, 1, 18], [18, 13, 19, 14], [7, 15, 8, 14], [5, 3, 6, 2], [11, 7, 12, 6]]"
11n_6_9,"[[11, 7, 12, 6], [9, 4, 10, 5], [3, 10, 4, 11], [15, 9, 16, 8], [12, 19, 13, 20], [20, 1, 21, 2], [16, 21, 17, 22], [22, 17, 1, 18], [18, 13, 19, 14], [7, 15, 8, 14], [5, 3, 6, 2]]"
11n_6_10,"[[5, 3, 6, 2], [11, 7, 12, 6], [9, 4, 10, 5], [3, 10, 4, 11], [15, 9, 16, 8], [12, 19, 13, 20], [20, 1, 21, 2], [16, 21, 17, 22], [22, 17, 1, 18], [18, 13, 19, 14], [7, 15, 8, 14]]"
11n_6_11,"[[8, 16, 9, 15], [6, 4, 7, 3], [12, 8, 13, 7], [10, 5, 11, 6], [4, 11, 5, 12], [16, 10, 17, 9], [13, 20, 14, 21], [21, 2, 22, 3], [17, 22, 18, 1], [1, 18, 2, 19], [19, 14, 20, 15]]"
11n_6_12,"[[19, 14, 20, 15], [8, 16, 9, 15], [6, 4, 7, 3], [12, 8, 13, 7], [10, 5, 11, 6], [4, 11, 5, 12], [16, 10, 17, 9], [13, 20, 14, 21], [21, 2, 22, 3], [17, 22, 18, 1], [1, 18, 2, 19]]"
