name,computed_bridge_index
12n_0886_0,4
12n_0886_1,3
12n_0886_2,4
12n_0886_3,3
12n_0886_4,3
12n_0886_5,3
12n_0886_6,3
12n_0886_7,4
12n_0886_8,3
12n_0886_9,3
12n_0886_10,4
12n_0886_11,3
12n_0886_12,4
12n_0886_13,3
12n_0886_14,4
12n_0886_15,3
12n_0886_16,3
12n_0886_17,3
12n_0886_18,3
12n_0886_19,4
12n_0886_20,3
12n_0886_21,3
12n_0886_22,4
12n_0886_23,3
12n_0886_24,4
12n_0886_25,3
12n_0886_26,4
12n_0886_27,3
12n_0886_28,3
12n_0886_29,3
12n_0886_30,3
12n_0886_31,4
12n_0886_32,3
12n_0886_33,3
12n_0886_34,4
12n_0886_35,3
12n_0886_36,4
12n_0886_37,3
12n_0886_38,4
12n_0886_39,3
12n_0886_40,3
12n_0886_41,3
12n_0886_42,3
12n_0886_43,4
12n_0886_44,3
12n_0886_45,3
12n_0886_46,4
12n_0886_47,3
12n_0886_48,4
12n_0886_49,3
12n_0886_50,4
12n_0886_51,3
12n_0886_52,3
12n_0886_53,3
12n_0886_54,3
12n_0886_55,4
12n_0886_56,3
12n_0886_57,3
12n_0886_58,4
12n_0886_59,3
12n_0886_60,4
12n_0886_61,3
12n_0886_62,4
12n_0886_63,3
12n_0886_64,3
12n_0886_65,3
12n_0886_66,3
12n_0886_67,4
12n_0886_68,3
12n_0886_69,3
12n_0886_70,4
12n_0886_71,3
12n_0886_72,4
12n_0886_73,3
12n_0886_74,4
12n_0886_75,3
12n_0886_76,3
12n_0886_77,3
12n_0886_78,3
12n_0886_79,4
12n_0886_80,3
12n_0886_81,3
12n_0886_82,4
12n_0886_83,3
12n_0886_84,4
12n_0886_85,3
12n_0886_86,4
12n_0886_87,3
12n_0886_88,3
12n_0886_89,3
12n_0886_90,3
12n_0886_91,4
12n_0886_92,3
12n_0886_93,3
12n_0886_94,4
12n_0886_95,3
12n_0886_96,4
12n_0886_97,3
12n_0886_98,4
12n_0886_99,3
12n_0886_100,3
12n_0886_101,3
12n_0886_102,3
12n_0886_103,4
12n_0886_104,3
12n_0886_105,3
12n_0886_106,4
12n_0886_107,3
12n_0886_108,4
12n_0886_109,3
12n_0886_110,4
12n_0886_111,3
12n_0886_112,3
12n_0886_113,3
12n_0886_114,3
12n_0886_115,4
12n_0886_116,3
12n_0886_117,3
12n_0886_118,4
12n_0886_119,3
12n_0886_120,4
12n_0886_121,3
12n_0886_122,4
12n_0886_123,3
12n_0886_124,3
12n_0886_125,3
12n_0886_126,3
12n_0886_127,4
12n_0886_128,3
12n_0886_129,3
12n_0886_130,4
12n_0886_131,3
12n_0886_132,4
12n_0886_133,3
12n_0886_134,4
12n_0886_135,3
12n_0886_136,3
12n_0886_137,3
12n_0886_138,3
12n_0886_139,4
12n_0886_140,3
12n_0886_141,3
12n_0886_142,4
12n_0886_143,3
12n_0886_144,4
12n_0886_145,3
12n_0886_146,4
12n_0886_147,3
12n_0886_148,3
12n_0886_149,3
12n_0886_150,3
12n_0886_151,4
12n_0886_152,3
12n_0886_153,3
12n_0886_154,4
12n_0886_155,3
12n_0886_156,4
12n_0886_157,3
12n_0886_158,4
12n_0886_159,3
12n_0886_160,3
12n_0886_161,3
12n_0886_162,3
12n_0886_163,4
12n_0886_164,3
12n_0886_165,3
12n_0886_166,4
12n_0886_167,3
12n_0886_168,4
12n_0886_169,3
12n_0886_170,4
12n_0886_171,3
12n_0886_172,3
12n_0886_173,3
12n_0886_174,3
12n_0886_175,4
12n_0886_176,3
12n_0886_177,3
12n_0886_178,4
12n_0886_179,3
12n_0886_180,4
12n_0886_181,3
12n_0886_182,4
12n_0886_183,3
12n_0886_184,3
12n_0886_185,3
12n_0886_186,3
12n_0886_187,4
12n_0886_188,3
12n_0886_189,3
12n_0886_190,4
12n_0886_191,3
12n_0886_192,4
12n_0886_193,3
12n_0886_194,4
12n_0886_195,3
12n_0886_196,3
12n_0886_197,3
12n_0886_198,3
12n_0886_199,4
12n_0886_200,3
12n_0886_201,3
12n_0886_202,4
12n_0886_203,3
12n_0886_204,4
12n_0886_205,3
12n_0886_206,4
12n_0886_207,3
12n_0886_208,3
12n_0886_209,3
12n_0886_210,3
12n_0886_211,4
12n_0886_212,3
12n_0886_213,3
12n_0886_214,4
12n_0886_215,3
12n_0886_216,4
12n_0886_217,3
12n_0886_218,4
12n_0886_219,3
12n_0886_220,3
12n_0886_221,3
12n_0886_222,3
12n_0886_223,4
12n_0886_224,3
12n_0886_225,3
12n_0886_226,4
12n_0886_227,3
12n_0886_228,4
12n_0886_229,3
12n_0886_230,4
12n_0886_231,3
12n_0886_232,3
12n_0886_233,3
12n_0886_234,3
12n_0886_235,4
12n_0886_236,3
12n_0886_237,3
12n_0886_238,4
12n_0886_239,3
12n_0886_240,4
12n_0886_241,3
12n_0886_242,4
12n_0886_243,3
12n_0886_244,3
12n_0886_245,3
12n_0886_246,3
12n_0886_247,4
12n_0886_248,3
12n_0886_249,3
12n_0886_250,4
12n_0886_251,3
12n_0886_252,4
12n_0886_253,3
12n_0886_254,4
12n_0886_255,3
12n_0886_256,3
12n_0886_257,3
12n_0886_258,3
12n_0886_259,4
12n_0886_260,3
12n_0886_261,3
12n_0886_262,4
12n_0886_263,3
12n_0886_264,4
12n_0886_265,3
12n_0886_266,4
12n_0886_267,3
12n_0886_268,3
12n_0886_269,3
12n_0886_270,3
12n_0886_271,4
12n_0886_272,3
12n_0886_273,3
