name,computed_bridge_index
12n_0819_0,3
12n_0819_1,4
12n_0819_2,3
12n_0819_3,3
12n_0819_4,3
12n_0819_5,3
12n_0819_6,4
12n_0819_7,3
12n_0819_8,3
12n_0819_9,4
12n_0819_10,3
12n_0819_11,4
12n_0819_12,3
12n_0819_13,4
12n_0819_14,3
12n_0819_15,3
12n_0819_16,3
12n_0819_17,3
12n_0819_18,4
12n_0819_19,3
12n_0819_20,3
12n_0819_21,4
12n_0819_22,3
12n_0819_23,4
12n_0819_24,3
12n_0819_25,4
12n_0819_26,3
12n_0819_27,3
12n_0819_28,3
12n_0819_29,3
12n_0819_30,4
12n_0819_31,3
12n_0819_32,3
12n_0819_33,4
12n_0819_34,3
12n_0819_35,4
12n_0819_36,3
12n_0819_37,4
12n_0819_38,3
12n_0819_39,3
12n_0819_40,3
12n_0819_41,3
12n_0819_42,4
12n_0819_43,3
12n_0819_44,3
12n_0819_45,4
12n_0819_46,3
12n_0819_47,4
12n_0819_48,3
12n_0819_49,4
12n_0819_50,3
12n_0819_51,3
12n_0819_52,3
12n_0819_53,3
12n_0819_54,4
12n_0819_55,3
12n_0819_56,3
12n_0819_57,4
12n_0819_58,3
12n_0819_59,4
12n_0819_60,3
12n_0819_61,4
12n_0819_62,3
12n_0819_63,3
12n_0819_64,3
12n_0819_65,3
12n_0819_66,4
12n_0819_67,3
12n_0819_68,3
12n_0819_69,4
12n_0819_70,3
12n_0819_71,4
12n_0819_72,3
12n_0819_73,4
12n_0819_74,3
12n_0819_75,3
12n_0819_76,3
12n_0819_77,3
12n_0819_78,4
12n_0819_79,3
12n_0819_80,3
12n_0819_81,4
12n_0819_82,3
12n_0819_83,4
12n_0819_84,3
12n_0819_85,4
12n_0819_86,3
12n_0819_87,3
12n_0819_88,3
12n_0819_89,3
12n_0819_90,4
12n_0819_91,3
12n_0819_92,3
12n_0819_93,4
12n_0819_94,3
12n_0819_95,4
12n_0819_96,3
12n_0819_97,4
12n_0819_98,3
12n_0819_99,3
12n_0819_100,3
12n_0819_101,3
12n_0819_102,4
12n_0819_103,3
12n_0819_104,3
12n_0819_105,4
12n_0819_106,3
12n_0819_107,4
12n_0819_108,3
12n_0819_109,4
12n_0819_110,3
12n_0819_111,3
12n_0819_112,3
12n_0819_113,3
12n_0819_114,4
12n_0819_115,3
12n_0819_116,3
12n_0819_117,4
12n_0819_118,3
12n_0819_119,4
12n_0819_120,3
12n_0819_121,4
12n_0819_122,3
12n_0819_123,3
12n_0819_124,3
12n_0819_125,3
12n_0819_126,4
12n_0819_127,3
12n_0819_128,3
12n_0819_129,4
12n_0819_130,3
12n_0819_131,4
12n_0819_132,3
12n_0819_133,4
12n_0819_134,3
12n_0819_135,3
12n_0819_136,3
12n_0819_137,3
12n_0819_138,4
12n_0819_139,3
12n_0819_140,3
12n_0819_141,4
12n_0819_142,3
12n_0819_143,4
12n_0819_144,3
12n_0819_145,4
12n_0819_146,3
12n_0819_147,3
12n_0819_148,3
12n_0819_149,3
12n_0819_150,4
12n_0819_151,3
12n_0819_152,3
12n_0819_153,4
12n_0819_154,3
12n_0819_155,4
12n_0819_156,3
12n_0819_157,4
12n_0819_158,3
