name,computed_bridge_index
12n_0818_0,3
12n_0818_1,3
12n_0818_2,3
12n_0818_3,3
12n_0818_4,3
12n_0818_5,3
12n_0818_6,3
12n_0818_7,3
12n_0818_8,4
12n_0818_9,3
12n_0818_10,3
12n_0818_11,3
12n_0818_12,3
12n_0818_13,3
12n_0818_14,3
12n_0818_15,3
12n_0818_16,3
12n_0818_17,3
12n_0818_18,3
12n_0818_19,3
12n_0818_20,4
12n_0818_21,3
12n_0818_22,3
12n_0818_23,3
12n_0818_24,3
12n_0818_25,3
12n_0818_26,3
12n_0818_27,3
12n_0818_28,3
12n_0818_29,3
12n_0818_30,3
12n_0818_31,3
12n_0818_32,4
12n_0818_33,3
12n_0818_34,3
12n_0818_35,3
12n_0818_36,3
12n_0818_37,3
12n_0818_38,3
12n_0818_39,3
12n_0818_40,3
12n_0818_41,3
12n_0818_42,3
12n_0818_43,3
12n_0818_44,4
12n_0818_45,3
12n_0818_46,3
12n_0818_47,3
12n_0818_48,3
12n_0818_49,3
12n_0818_50,3
12n_0818_51,3
12n_0818_52,3
12n_0818_53,3
12n_0818_54,3
12n_0818_55,3
12n_0818_56,4
12n_0818_57,3
12n_0818_58,3
12n_0818_59,3
12n_0818_60,3
12n_0818_61,3
12n_0818_62,3
12n_0818_63,3
12n_0818_64,3
12n_0818_65,3
12n_0818_66,3
12n_0818_67,3
12n_0818_68,4
12n_0818_69,3
12n_0818_70,3
12n_0818_71,3
12n_0818_72,3
12n_0818_73,3
12n_0818_74,3
12n_0818_75,3
12n_0818_76,3
12n_0818_77,3
12n_0818_78,3
12n_0818_79,3
12n_0818_80,4
12n_0818_81,3
12n_0818_82,3
12n_0818_83,3
12n_0818_84,3
12n_0818_85,3
12n_0818_86,3
12n_0818_87,3
12n_0818_88,3
12n_0818_89,3
12n_0818_90,3
12n_0818_91,3
12n_0818_92,4
12n_0818_93,3
12n_0818_94,3
12n_0818_95,3
12n_0818_96,3
12n_0818_97,3
12n_0818_98,3
12n_0818_99,3
12n_0818_100,3
12n_0818_101,3
12n_0818_102,3
12n_0818_103,3
12n_0818_104,4
12n_0818_105,3
12n_0818_106,3
12n_0818_107,3
12n_0818_108,3
12n_0818_109,3
12n_0818_110,3
12n_0818_111,3
12n_0818_112,3
12n_0818_113,3
12n_0818_114,3
12n_0818_115,3
12n_0818_116,4
12n_0818_117,3
12n_0818_118,3
12n_0818_119,3
12n_0818_120,3
12n_0818_121,3
12n_0818_122,3
12n_0818_123,3
12n_0818_124,3
12n_0818_125,3
12n_0818_126,3
12n_0818_127,3
12n_0818_128,4
12n_0818_129,3
12n_0818_130,3
12n_0818_131,3
12n_0818_132,3
12n_0818_133,3
12n_0818_134,3
12n_0818_135,3
12n_0818_136,3
12n_0818_137,3
12n_0818_138,3
12n_0818_139,3
12n_0818_140,4
12n_0818_141,3
12n_0818_142,3
12n_0818_143,3
12n_0818_144,3
12n_0818_145,3
12n_0818_146,3
12n_0818_147,3
12n_0818_148,3
12n_0818_149,3
12n_0818_150,3
12n_0818_151,3
12n_0818_152,4
12n_0818_153,3
12n_0818_154,3
12n_0818_155,3
12n_0818_156,3
12n_0818_157,3
12n_0818_158,3
12n_0818_159,3
12n_0818_160,3
12n_0818_161,3
12n_0818_162,3
12n_0818_163,3
12n_0818_164,4
12n_0818_165,3
12n_0818_166,3
12n_0818_167,3
12n_0818_168,3
12n_0818_169,3
12n_0818_170,3
12n_0818_171,3
12n_0818_172,3
12n_0818_173,3
12n_0818_174,3
12n_0818_175,3
12n_0818_176,4
12n_0818_177,3
12n_0818_178,3
12n_0818_179,3
12n_0818_180,3
12n_0818_181,3
12n_0818_182,3
12n_0818_183,3
12n_0818_184,3
12n_0818_185,3
12n_0818_186,3
12n_0818_187,3
12n_0818_188,4
12n_0818_189,3
12n_0818_190,3
12n_0818_191,3
12n_0818_192,3
12n_0818_193,3
12n_0818_194,3
12n_0818_195,3
12n_0818_196,3
12n_0818_197,3
12n_0818_198,3
12n_0818_199,3
12n_0818_200,4
12n_0818_201,3
12n_0818_202,3
12n_0818_203,3
12n_0818_204,3
12n_0818_205,3
12n_0818_206,3
12n_0818_207,3
12n_0818_208,3
12n_0818_209,3
12n_0818_210,3
12n_0818_211,3
12n_0818_212,4
12n_0818_213,3
12n_0818_214,3
12n_0818_215,3
12n_0818_216,3
12n_0818_217,3
12n_0818_218,3
12n_0818_219,3
12n_0818_220,3
12n_0818_221,3
12n_0818_222,3
12n_0818_223,3
12n_0818_224,4
12n_0818_225,3
