name,computed_bridge_index
12n_0810_0,4
12n_0810_1,3
12n_0810_2,4
12n_0810_3,4
12n_0810_4,3
12n_0810_5,4
12n_0810_6,4
12n_0810_7,3
12n_0810_8,4
12n_0810_9,3
12n_0810_10,3
12n_0810_11,4
12n_0810_12,4
12n_0810_13,3
12n_0810_14,4
12n_0810_15,4
12n_0810_16,3
12n_0810_17,4
12n_0810_18,4
12n_0810_19,3
12n_0810_20,4
12n_0810_21,3
12n_0810_22,3
12n_0810_23,4
12n_0810_24,4
12n_0810_25,3
12n_0810_26,4
12n_0810_27,4
12n_0810_28,3
12n_0810_29,4
12n_0810_30,4
12n_0810_31,3
12n_0810_32,4
12n_0810_33,3
12n_0810_34,3
12n_0810_35,4
12n_0810_36,4
12n_0810_37,3
12n_0810_38,4
12n_0810_39,4
12n_0810_40,3
12n_0810_41,4
12n_0810_42,4
12n_0810_43,3
12n_0810_44,4
12n_0810_45,3
12n_0810_46,3
12n_0810_47,4
12n_0810_48,4
12n_0810_49,3
12n_0810_50,4
12n_0810_51,4
12n_0810_52,3
12n_0810_53,4
12n_0810_54,4
12n_0810_55,3
12n_0810_56,4
12n_0810_57,3
12n_0810_58,3
12n_0810_59,4
12n_0810_60,4
12n_0810_61,3
12n_0810_62,4
12n_0810_63,4
12n_0810_64,3
12n_0810_65,4
12n_0810_66,4
12n_0810_67,3
12n_0810_68,4
12n_0810_69,3
12n_0810_70,3
12n_0810_71,4
12n_0810_72,4
12n_0810_73,3
12n_0810_74,4
12n_0810_75,4
12n_0810_76,3
12n_0810_77,4
12n_0810_78,4
12n_0810_79,3
12n_0810_80,4
12n_0810_81,3
12n_0810_82,3
12n_0810_83,4
12n_0810_84,4
12n_0810_85,3
12n_0810_86,4
12n_0810_87,4
12n_0810_88,3
12n_0810_89,4
12n_0810_90,4
12n_0810_91,3
12n_0810_92,4
12n_0810_93,3
12n_0810_94,3
12n_0810_95,4
12n_0810_96,4
12n_0810_97,3
12n_0810_98,4
12n_0810_99,4
12n_0810_100,3
12n_0810_101,4
12n_0810_102,4
12n_0810_103,3
12n_0810_104,4
12n_0810_105,3
12n_0810_106,3
12n_0810_107,4
12n_0810_108,4
12n_0810_109,3
12n_0810_110,4
12n_0810_111,4
12n_0810_112,3
12n_0810_113,4
12n_0810_114,4
12n_0810_115,3
12n_0810_116,4
12n_0810_117,3
12n_0810_118,3
12n_0810_119,4
12n_0810_120,4
12n_0810_121,3
12n_0810_122,4
12n_0810_123,4
12n_0810_124,3
12n_0810_125,4
12n_0810_126,4
12n_0810_127,3
12n_0810_128,4
12n_0810_129,3
12n_0810_130,3
12n_0810_131,4
12n_0810_132,4
12n_0810_133,3
12n_0810_134,4
12n_0810_135,4
12n_0810_136,3
12n_0810_137,4
12n_0810_138,4
12n_0810_139,3
12n_0810_140,4
12n_0810_141,3
12n_0810_142,3
12n_0810_143,4
12n_0810_144,4
12n_0810_145,3
12n_0810_146,4
12n_0810_147,4
12n_0810_148,3
12n_0810_149,4
12n_0810_150,4
12n_0810_151,3
12n_0810_152,4
12n_0810_153,3
12n_0810_154,3
12n_0810_155,4
12n_0810_156,4
12n_0810_157,3
12n_0810_158,4
12n_0810_159,4
12n_0810_160,3
12n_0810_161,4
12n_0810_162,4
12n_0810_163,3
12n_0810_164,4
12n_0810_165,3
12n_0810_166,3
12n_0810_167,4
12n_0810_168,4
12n_0810_169,3
12n_0810_170,4
12n_0810_171,4
12n_0810_172,3
12n_0810_173,4
12n_0810_174,4
12n_0810_175,3
12n_0810_176,4
12n_0810_177,3
12n_0810_178,3
12n_0810_179,4
12n_0810_180,4
12n_0810_181,3
12n_0810_182,4
12n_0810_183,4
12n_0810_184,3
12n_0810_185,4
12n_0810_186,4
12n_0810_187,3
12n_0810_188,4
12n_0810_189,3
12n_0810_190,3
12n_0810_191,4
12n_0810_192,4
12n_0810_193,3
12n_0810_194,4
12n_0810_195,4
12n_0810_196,3
12n_0810_197,4
