name,computed_bridge_index
12n_0827_0,3
12n_0827_1,4
12n_0827_2,4
12n_0827_3,4
12n_0827_4,3
12n_0827_5,3
12n_0827_6,3
12n_0827_7,4
12n_0827_8,4
12n_0827_9,3
12n_0827_10,3
12n_0827_11,3
12n_0827_12,3
12n_0827_13,4
12n_0827_14,4
12n_0827_15,4
12n_0827_16,3
12n_0827_17,3
12n_0827_18,3
12n_0827_19,4
12n_0827_20,4
12n_0827_21,3
12n_0827_22,3
12n_0827_23,3
12n_0827_24,3
12n_0827_25,4
12n_0827_26,4
12n_0827_27,4
12n_0827_28,3
12n_0827_29,3
12n_0827_30,3
12n_0827_31,4
12n_0827_32,4
12n_0827_33,3
12n_0827_34,3
12n_0827_35,3
12n_0827_36,3
12n_0827_37,4
12n_0827_38,4
12n_0827_39,4
12n_0827_40,3
12n_0827_41,3
12n_0827_42,3
12n_0827_43,4
12n_0827_44,4
12n_0827_45,3
12n_0827_46,3
12n_0827_47,3
12n_0827_48,3
12n_0827_49,4
12n_0827_50,4
12n_0827_51,4
12n_0827_52,3
12n_0827_53,3
12n_0827_54,3
12n_0827_55,4
12n_0827_56,4
12n_0827_57,3
12n_0827_58,3
12n_0827_59,3
12n_0827_60,3
12n_0827_61,4
12n_0827_62,4
12n_0827_63,4
12n_0827_64,3
12n_0827_65,3
12n_0827_66,3
12n_0827_67,4
12n_0827_68,4
12n_0827_69,3
12n_0827_70,3
12n_0827_71,3
12n_0827_72,3
12n_0827_73,4
12n_0827_74,4
12n_0827_75,4
12n_0827_76,3
12n_0827_77,3
12n_0827_78,3
12n_0827_79,4
12n_0827_80,4
12n_0827_81,3
12n_0827_82,3
12n_0827_83,3
12n_0827_84,3
12n_0827_85,4
12n_0827_86,4
12n_0827_87,4
12n_0827_88,3
12n_0827_89,3
12n_0827_90,3
12n_0827_91,4
12n_0827_92,4
12n_0827_93,3
12n_0827_94,3
12n_0827_95,3
12n_0827_96,3
12n_0827_97,4
12n_0827_98,4
12n_0827_99,4
12n_0827_100,3
12n_0827_101,3
12n_0827_102,3
12n_0827_103,4
12n_0827_104,4
12n_0827_105,3
12n_0827_106,3
