name,computed_bridge_index
12n_0806_0,4
12n_0806_1,3
12n_0806_2,4
12n_0806_3,4
12n_0806_4,3
12n_0806_5,4
12n_0806_6,4
12n_0806_7,3
12n_0806_8,4
12n_0806_9,4
12n_0806_10,3
12n_0806_11,4
12n_0806_12,4
12n_0806_13,3
12n_0806_14,4
12n_0806_15,4
12n_0806_16,3
12n_0806_17,4
12n_0806_18,4
12n_0806_19,3
12n_0806_20,4
12n_0806_21,4
12n_0806_22,3
12n_0806_23,4
12n_0806_24,4
12n_0806_25,3
12n_0806_26,4
12n_0806_27,4
12n_0806_28,3
12n_0806_29,4
12n_0806_30,4
12n_0806_31,3
12n_0806_32,4
12n_0806_33,4
12n_0806_34,3
12n_0806_35,4
12n_0806_36,4
12n_0806_37,3
12n_0806_38,4
12n_0806_39,4
12n_0806_40,3
12n_0806_41,4
12n_0806_42,4
12n_0806_43,3
12n_0806_44,4
12n_0806_45,4
12n_0806_46,3
12n_0806_47,4
12n_0806_48,4
12n_0806_49,3
12n_0806_50,4
12n_0806_51,4
12n_0806_52,3
12n_0806_53,4
12n_0806_54,4
12n_0806_55,3
12n_0806_56,4
12n_0806_57,4
12n_0806_58,3
12n_0806_59,4
12n_0806_60,4
12n_0806_61,3
12n_0806_62,4
12n_0806_63,4
12n_0806_64,3
12n_0806_65,4
12n_0806_66,4
12n_0806_67,3
12n_0806_68,4
12n_0806_69,4
12n_0806_70,3
12n_0806_71,4
12n_0806_72,4
12n_0806_73,3
12n_0806_74,4
12n_0806_75,4
12n_0806_76,3
12n_0806_77,4
12n_0806_78,4
12n_0806_79,3
12n_0806_80,4
12n_0806_81,4
12n_0806_82,3
12n_0806_83,4
12n_0806_84,4
12n_0806_85,3
12n_0806_86,4
12n_0806_87,4
12n_0806_88,3
12n_0806_89,4
12n_0806_90,4
12n_0806_91,3
12n_0806_92,4
12n_0806_93,4
12n_0806_94,3
12n_0806_95,4
12n_0806_96,4
12n_0806_97,3
12n_0806_98,4
12n_0806_99,4
12n_0806_100,3
12n_0806_101,4
12n_0806_102,4
12n_0806_103,3
12n_0806_104,4
12n_0806_105,4
12n_0806_106,3
12n_0806_107,4
12n_0806_108,4
12n_0806_109,3
12n_0806_110,4
12n_0806_111,4
12n_0806_112,3
12n_0806_113,4
12n_0806_114,4
12n_0806_115,3
12n_0806_116,4
12n_0806_117,4
12n_0806_118,3
12n_0806_119,4
12n_0806_120,4
12n_0806_121,3
12n_0806_122,4
12n_0806_123,4
12n_0806_124,3
12n_0806_125,4
12n_0806_126,4
12n_0806_127,3
12n_0806_128,4
12n_0806_129,4
12n_0806_130,3
12n_0806_131,4
12n_0806_132,4
12n_0806_133,3
12n_0806_134,4
12n_0806_135,4
12n_0806_136,3
12n_0806_137,4
12n_0806_138,4
12n_0806_139,3
12n_0806_140,4
12n_0806_141,4
12n_0806_142,3
12n_0806_143,4
12n_0806_144,4
12n_0806_145,3
12n_0806_146,4
12n_0806_147,4
12n_0806_148,3
12n_0806_149,4
12n_0806_150,4
12n_0806_151,3
12n_0806_152,4
12n_0806_153,4
12n_0806_154,3
12n_0806_155,4
12n_0806_156,4
12n_0806_157,3
12n_0806_158,4
12n_0806_159,4
12n_0806_160,3
12n_0806_161,4
12n_0806_162,4
12n_0806_163,3
12n_0806_164,4
12n_0806_165,4
12n_0806_166,3
12n_0806_167,4
12n_0806_168,4
12n_0806_169,3
12n_0806_170,4
12n_0806_171,4
12n_0806_172,3
12n_0806_173,4
12n_0806_174,4
12n_0806_175,3
12n_0806_176,4
12n_0806_177,4
12n_0806_178,3
12n_0806_179,4
12n_0806_180,4
12n_0806_181,3
12n_0806_182,4
12n_0806_183,4
12n_0806_184,3
12n_0806_185,4
12n_0806_186,4
12n_0806_187,3
12n_0806_188,4
12n_0806_189,4
12n_0806_190,3
12n_0806_191,4
12n_0806_192,4
12n_0806_193,3
12n_0806_194,4
12n_0806_195,4
12n_0806_196,3
12n_0806_197,4
12n_0806_198,4
12n_0806_199,3
12n_0806_200,4
12n_0806_201,4
12n_0806_202,3
12n_0806_203,4
12n_0806_204,4
12n_0806_205,3
12n_0806_206,4
12n_0806_207,4
12n_0806_208,3
12n_0806_209,4
12n_0806_210,4
12n_0806_211,3
12n_0806_212,4
12n_0806_213,4
12n_0806_214,3
12n_0806_215,4
12n_0806_216,4
12n_0806_217,3
12n_0806_218,4
12n_0806_219,4
12n_0806_220,3
12n_0806_221,4
12n_0806_222,4
12n_0806_223,3
12n_0806_224,4
12n_0806_225,4
12n_0806_226,3
12n_0806_227,4
12n_0806_228,4
12n_0806_229,3
12n_0806_230,4
12n_0806_231,4
12n_0806_232,3
12n_0806_233,4
12n_0806_234,4
12n_0806_235,3
12n_0806_236,4
12n_0806_237,4
12n_0806_238,3
12n_0806_239,4
12n_0806_240,4
12n_0806_241,3
12n_0806_242,4
12n_0806_243,4
12n_0806_244,3
12n_0806_245,4
12n_0806_246,4
12n_0806_247,3
12n_0806_248,4
12n_0806_249,4
12n_0806_250,3
12n_0806_251,4
12n_0806_252,4
12n_0806_253,3
12n_0806_254,4
12n_0806_255,4
12n_0806_256,3
12n_0806_257,4
12n_0806_258,4
12n_0806_259,3
12n_0806_260,4
12n_0806_261,4
12n_0806_262,3
12n_0806_263,4
12n_0806_264,4
12n_0806_265,3
12n_0806_266,4
12n_0806_267,4
12n_0806_268,3
12n_0806_269,4
12n_0806_270,4
12n_0806_271,3
12n_0806_272,4
12n_0806_273,4
12n_0806_274,3
12n_0806_275,4
