name,computed_bridge_index
12n_0832_0,3
12n_0832_1,3
12n_0832_2,4
12n_0832_3,3
12n_0832_4,3
12n_0832_5,3
12n_0832_6,3
12n_0832_7,4
12n_0832_8,3
12n_0832_9,3
12n_0832_10,3
12n_0832_11,4
12n_0832_12,3
12n_0832_13,3
12n_0832_14,4
12n_0832_15,3
12n_0832_16,3
12n_0832_17,3
12n_0832_18,3
12n_0832_19,4
12n_0832_20,3
12n_0832_21,3
12n_0832_22,3
12n_0832_23,4
12n_0832_24,3
12n_0832_25,3
12n_0832_26,4
12n_0832_27,3
12n_0832_28,3
12n_0832_29,3
12n_0832_30,3
12n_0832_31,4
12n_0832_32,3
12n_0832_33,3
12n_0832_34,3
12n_0832_35,4
12n_0832_36,3
12n_0832_37,3
12n_0832_38,4
12n_0832_39,3
12n_0832_40,3
12n_0832_41,3
12n_0832_42,3
12n_0832_43,4
12n_0832_44,3
12n_0832_45,3
12n_0832_46,3
12n_0832_47,4
12n_0832_48,3
12n_0832_49,3
12n_0832_50,4
12n_0832_51,3
12n_0832_52,3
12n_0832_53,3
12n_0832_54,3
12n_0832_55,4
12n_0832_56,3
12n_0832_57,3
12n_0832_58,3
12n_0832_59,4
12n_0832_60,3
12n_0832_61,3
12n_0832_62,4
12n_0832_63,3
12n_0832_64,3
12n_0832_65,3
12n_0832_66,3
12n_0832_67,4
12n_0832_68,3
12n_0832_69,3
12n_0832_70,3
12n_0832_71,4
12n_0832_72,3
12n_0832_73,3
12n_0832_74,4
12n_0832_75,3
12n_0832_76,3
12n_0832_77,3
12n_0832_78,3
12n_0832_79,4
12n_0832_80,3
12n_0832_81,3
12n_0832_82,3
12n_0832_83,4
12n_0832_84,3
12n_0832_85,3
12n_0832_86,4
12n_0832_87,3
12n_0832_88,3
12n_0832_89,3
12n_0832_90,3
12n_0832_91,4
12n_0832_92,3
12n_0832_93,3
12n_0832_94,3
12n_0832_95,4
12n_0832_96,3
12n_0832_97,3
12n_0832_98,4
12n_0832_99,3
12n_0832_100,3
12n_0832_101,3
12n_0832_102,3
12n_0832_103,4
12n_0832_104,3
12n_0832_105,3
12n_0832_106,3
12n_0832_107,4
12n_0832_108,3
12n_0832_109,3
12n_0832_110,4
12n_0832_111,3
12n_0832_112,3
12n_0832_113,3
12n_0832_114,3
12n_0832_115,4
12n_0832_116,3
12n_0832_117,3
12n_0832_118,3
12n_0832_119,4
12n_0832_120,3
12n_0832_121,3
12n_0832_122,4
12n_0832_123,3
12n_0832_124,3
12n_0832_125,3
12n_0832_126,3
12n_0832_127,4
12n_0832_128,3
12n_0832_129,3
12n_0832_130,3
12n_0832_131,4
12n_0832_132,3
12n_0832_133,3
12n_0832_134,4
12n_0832_135,3
12n_0832_136,3
12n_0832_137,3
12n_0832_138,3
12n_0832_139,4
12n_0832_140,3
12n_0832_141,3
12n_0832_142,3
12n_0832_143,4
12n_0832_144,3
12n_0832_145,3
12n_0832_146,4
12n_0832_147,3
12n_0832_148,3
12n_0832_149,3
12n_0832_150,3
12n_0832_151,4
12n_0832_152,3
12n_0832_153,3
12n_0832_154,3
12n_0832_155,4
12n_0832_156,3
12n_0832_157,3
12n_0832_158,4
12n_0832_159,3
12n_0832_160,3
12n_0832_161,3
12n_0832_162,3
12n_0832_163,4
12n_0832_164,3
12n_0832_165,3
12n_0832_166,3
12n_0832_167,4
12n_0832_168,3
12n_0832_169,3
12n_0832_170,4
12n_0832_171,3
12n_0832_172,3
12n_0832_173,3
12n_0832_174,3
12n_0832_175,4
12n_0832_176,3
12n_0832_177,3
12n_0832_178,3
12n_0832_179,4
12n_0832_180,3
12n_0832_181,3
12n_0832_182,4
12n_0832_183,3
12n_0832_184,3
12n_0832_185,3
12n_0832_186,3
12n_0832_187,4
12n_0832_188,3
12n_0832_189,3
12n_0832_190,3
12n_0832_191,4
12n_0832_192,3
12n_0832_193,3
12n_0832_194,4
12n_0832_195,3
12n_0832_196,3
12n_0832_197,3
12n_0832_198,3
12n_0832_199,4
12n_0832_200,3
12n_0832_201,3
12n_0832_202,3
12n_0832_203,4
12n_0832_204,3
12n_0832_205,3
12n_0832_206,4
12n_0832_207,3
12n_0832_208,3
12n_0832_209,3
12n_0832_210,3
12n_0832_211,4
12n_0832_212,3
12n_0832_213,3
12n_0832_214,3
12n_0832_215,4
12n_0832_216,3
12n_0832_217,3
12n_0832_218,4
12n_0832_219,3
12n_0832_220,3
12n_0832_221,3
12n_0832_222,3
12n_0832_223,4
12n_0832_224,3
12n_0832_225,3
12n_0832_226,3
12n_0832_227,4
12n_0832_228,3
12n_0832_229,3
12n_0832_230,4
12n_0832_231,3
12n_0832_232,3
12n_0832_233,3
12n_0832_234,3
12n_0832_235,4
12n_0832_236,3
12n_0832_237,3
12n_0832_238,3
12n_0832_239,4
12n_0832_240,3
12n_0832_241,3
12n_0832_242,4
12n_0832_243,3
12n_0832_244,3
12n_0832_245,3
12n_0832_246,3
12n_0832_247,4
12n_0832_248,3
12n_0832_249,3
12n_0832_250,3
12n_0832_251,4
12n_0832_252,3
12n_0832_253,3
12n_0832_254,4
12n_0832_255,3
12n_0832_256,3
12n_0832_257,3
12n_0832_258,3
12n_0832_259,4
12n_0832_260,3
12n_0832_261,3
12n_0832_262,3
12n_0832_263,4
12n_0832_264,3
12n_0832_265,3
12n_0832_266,4
12n_0832_267,3
12n_0832_268,3
12n_0832_269,3
12n_0832_270,3
12n_0832_271,4
12n_0832_272,3
12n_0832_273,3
12n_0832_274,3
12n_0832_275,4
12n_0832_276,3
12n_0832_277,3
12n_0832_278,4
12n_0832_279,3
12n_0832_280,3
12n_0832_281,3
12n_0832_282,3
12n_0832_283,4
12n_0832_284,3
12n_0832_285,3
12n_0832_286,3
12n_0832_287,4
12n_0832_reversed_288,4
12n_0832_reversed_289,3
12n_0832_reversed_290,3
12n_0832_reversed_291,3
12n_0832_reversed_292,4
12n_0832_reversed_293,4
12n_0832_reversed_294,3
12n_0832_reversed_295,4
12n_0832_reversed_296,3
12n_0832_reversed_297,3
12n_0832_reversed_298,3
12n_0832_reversed_299,3
12n_0832_reversed_300,4
12n_0832_reversed_301,3
12n_0832_reversed_302,3
12n_0832_reversed_303,3
12n_0832_reversed_304,4
12n_0832_reversed_305,4
12n_0832_reversed_306,3
12n_0832_reversed_307,4
12n_0832_reversed_308,3
12n_0832_reversed_309,3
12n_0832_reversed_310,3
12n_0832_reversed_311,3
12n_0832_reversed_312,4
12n_0832_reversed_313,3
12n_0832_reversed_314,3
12n_0832_reversed_315,3
12n_0832_reversed_316,4
12n_0832_reversed_317,4
12n_0832_reversed_318,3
12n_0832_reversed_319,4
12n_0832_reversed_320,3
12n_0832_reversed_321,3
12n_0832_reversed_322,3
12n_0832_reversed_323,3
12n_0832_reversed_324,4
12n_0832_reversed_325,3
12n_0832_reversed_326,3
12n_0832_reversed_327,3
12n_0832_reversed_328,4
12n_0832_reversed_329,4
12n_0832_reversed_330,3
12n_0832_reversed_331,4
12n_0832_reversed_332,3
12n_0832_reversed_333,3
12n_0832_reversed_334,3
12n_0832_reversed_335,3
12n_0832_reversed_336,4
12n_0832_reversed_337,3
12n_0832_reversed_338,3
12n_0832_reversed_339,3
12n_0832_reversed_340,4
12n_0832_reversed_341,4
12n_0832_reversed_342,3
12n_0832_reversed_343,4
12n_0832_reversed_344,3
12n_0832_reversed_345,3
12n_0832_reversed_346,3
12n_0832_reversed_347,3
12n_0832_reversed_348,4
12n_0832_reversed_349,3
12n_0832_reversed_350,3
12n_0832_reversed_351,3
12n_0832_reversed_352,4
12n_0832_reversed_353,4
12n_0832_reversed_354,3
12n_0832_reversed_355,4
12n_0832_reversed_356,3
12n_0832_reversed_357,3
12n_0832_reversed_358,3
12n_0832_reversed_359,3
12n_0832_reversed_360,4
12n_0832_reversed_361,3
12n_0832_reversed_362,3
12n_0832_reversed_363,3
12n_0832_reversed_364,4
12n_0832_reversed_365,4
12n_0832_reversed_366,3
12n_0832_reversed_367,4
12n_0832_reversed_368,3
12n_0832_reversed_369,3
12n_0832_reversed_370,3
12n_0832_reversed_371,3
12n_0832_reversed_372,4
12n_0832_reversed_373,3
12n_0832_reversed_374,3
12n_0832_reversed_375,3
12n_0832_reversed_376,4
12n_0832_reversed_377,4
12n_0832_reversed_378,3
12n_0832_reversed_379,4
12n_0832_reversed_380,3
12n_0832_reversed_381,3
12n_0832_reversed_382,3
12n_0832_reversed_383,3
12n_0832_reversed_384,4
12n_0832_reversed_385,3
12n_0832_reversed_386,3
12n_0832_reversed_387,3
12n_0832_reversed_388,4
12n_0832_reversed_389,4
12n_0832_reversed_390,3
12n_0832_reversed_391,4
12n_0832_reversed_392,3
12n_0832_reversed_393,3
12n_0832_reversed_394,3
12n_0832_reversed_395,3
12n_0832_reversed_396,4
12n_0832_reversed_397,3
12n_0832_reversed_398,3
12n_0832_reversed_399,3
12n_0832_reversed_400,4
12n_0832_reversed_401,4
12n_0832_reversed_402,3
12n_0832_reversed_403,4
12n_0832_reversed_404,3
12n_0832_reversed_405,3
12n_0832_reversed_406,3
12n_0832_reversed_407,3
12n_0832_reversed_408,4
12n_0832_reversed_409,3
12n_0832_reversed_410,3
12n_0832_reversed_411,3
12n_0832_reversed_412,4
12n_0832_reversed_413,4
12n_0832_reversed_414,3
12n_0832_reversed_415,4
12n_0832_reversed_416,3
12n_0832_reversed_417,3
12n_0832_reversed_418,3
12n_0832_reversed_419,3
12n_0832_reversed_420,4
12n_0832_reversed_421,3
12n_0832_reversed_422,3
12n_0832_reversed_423,3
12n_0832_reversed_424,4
12n_0832_reversed_425,4
12n_0832_reversed_426,3
12n_0832_reversed_427,4
12n_0832_reversed_428,3
12n_0832_reversed_429,3
12n_0832_reversed_430,3
12n_0832_reversed_431,3
12n_0832_reversed_432,4
12n_0832_reversed_433,3
12n_0832_reversed_434,3
12n_0832_reversed_435,3
12n_0832_reversed_436,4
12n_0832_reversed_437,4
12n_0832_reversed_438,3
12n_0832_reversed_439,4
12n_0832_reversed_440,3
12n_0832_reversed_441,3
12n_0832_reversed_442,3
12n_0832_reversed_443,3
12n_0832_reversed_444,4
12n_0832_reversed_445,3
12n_0832_reversed_446,3
12n_0832_reversed_447,3
12n_0832_reversed_448,4
12n_0832_reversed_449,4
12n_0832_reversed_450,3
12n_0832_reversed_451,4
12n_0832_reversed_452,3
12n_0832_reversed_453,3
12n_0832_reversed_454,3
12n_0832_reversed_455,3
12n_0832_reversed_456,4
12n_0832_reversed_457,3
12n_0832_reversed_458,3
12n_0832_reversed_459,3
12n_0832_reversed_460,4
12n_0832_reversed_461,4
12n_0832_reversed_462,3
12n_0832_reversed_463,4
