name,pd_notation
12a_0612_0,"[[24, 7, 1, 8], [2, 6, 3, 5], [4, 14, 5, 13], [6, 18, 7, 17], [8, 23, 9, 24], [10, 21, 11, 22], [12, 4, 13, 3], [14, 20, 15, 19], [16, 12, 17, 11], [18, 2, 19, 1], [20, 16, 21, 15], [22, 9, 23, 10]]"
12a_0612_1,"[[22, 9, 23, 10], [24, 7, 1, 8], [2, 6, 3, 5], [4, 14, 5, 13], [6, 18, 7, 17], [8, 23, 9, 24], [10, 21, 11, 22], [12, 4, 13, 3], [14, 20, 15, 19], [16, 12, 17, 11], [18, 2, 19, 1], [20, 16, 21, 15]]"
12a_0612_2,"[[20, 16, 21, 15], [22, 9, 23, 10], [24, 7, 1, 8], [2, 6, 3, 5], [4, 14, 5, 13], [6, 18, 7, 17], [8, 23, 9, 24], [10, 21, 11, 22], [12, 4, 13, 3], [14, 20, 15, 19], [16, 12, 17, 11], [18, 2, 19, 1]]"
12a_0612_3,"[[18, 2, 19, 1], [20, 16, 21, 15], [22, 9, 23, 10], [24, 7, 1, 8], [2, 6, 3, 5], [4, 14, 5, 13], [6, 18, 7, 17], [8, 23, 9, 24], [10, 21, 11, 22], [12, 4, 13, 3], [14, 20, 15, 19], [16, 12, 17, 11]]"
12a_0612_4,"[[16, 12, 17, 11], [18, 2, 19, 1], [20, 16, 21, 15], [22, 9, 23, 10], [24, 7, 1, 8], [2, 6, 3, 5], [4, 14, 5, 13], [6, 18, 7, 17], [8, 23, 9, 24], [10, 21, 11, 22], [12, 4, 13, 3], [14, 20, 15, 19]]"
12a_0612_5,"[[14, 20, 15, 19], [16, 12, 17, 11], [18, 2, 19, 1], [20, 16, 21, 15], [22, 9, 23, 10], [24, 7, 1, 8], [2, 6, 3, 5], [4, 14, 5, 13], [6, 18, 7, 17], [8, 23, 9, 24], [10, 21, 11, 22], [12, 4, 13, 3]]"
12a_0612_6,"[[12, 4, 13, 3], [14, 20, 15, 19], [16, 12, 17, 11], [18, 2, 19, 1], [20, 16, 21, 15], [22, 9, 23, 10], [24, 7, 1, 8], [2, 6, 3, 5], [4, 14, 5, 13], [6, 18, 7, 17], [8, 23, 9, 24], [10, 21, 11, 22]]"
12a_0612_7,"[[10, 21, 11, 22], [12, 4, 13, 3], [14, 20, 15, 19], [16, 12, 17, 11], [18, 2, 19, 1], [20, 16, 21, 15], [22, 9, 23, 10], [24, 7, 1, 8], [2, 6, 3, 5], [4, 14, 5, 13], [6, 18, 7, 17], [8, 23, 9, 24]]"
12a_0612_8,"[[8, 23, 9, 24], [10, 21, 11, 22], [12, 4, 13, 3], [14, 20, 15, 19], [16, 12, 17, 11], [18, 2, 19, 1], [20, 16, 21, 15], [22, 9, 23, 10], [24, 7, 1, 8], [2, 6, 3, 5], [4, 14, 5, 13], [6, 18, 7, 17]]"
12a_0612_9,"[[6, 18, 7, 17], [8, 23, 9, 24], [10, 21, 11, 22], [12, 4, 13, 3], [14, 20, 15, 19], [16, 12, 17, 11], [18, 2, 19, 1], [20, 16, 21, 15], [22, 9, 23, 10], [24, 7, 1, 8], [2, 6, 3, 5], [4, 14, 5, 13]]"
