name,pd_notation
10_148_0,"[[1, 16, 2, 17], [3, 18, 4, 19], [5, 10, 6, 11], [7, 20, 8, 1], [8, 14, 9, 13], [11, 4, 12, 5], [12, 16, 13, 15], [14, 10, 15, 9], [17, 2, 18, 3], [19, 6, 20, 7]]"
10_148_1,"[[19, 6, 20, 7], [1, 16, 2, 17], [3, 18, 4, 19], [5, 10, 6, 11], [7, 20, 8, 1], [8, 14, 9, 13], [11, 4, 12, 5], [12, 16, 13, 15], [14, 10, 15, 9], [17, 2, 18, 3]]"
10_148_2,"[[17, 2, 18, 3], [19, 6, 20, 7], [1, 16, 2, 17], [3, 18, 4, 19], [5, 10, 6, 11], [7, 20, 8, 1], [8, 14, 9, 13], [11, 4, 12, 5], [12, 16, 13, 15], [14, 10, 15, 9]]"
10_148_3,"[[14, 10, 15, 9], [17, 2, 18, 3], [19, 6, 20, 7], [1, 16, 2, 17], [3, 18, 4, 19], [5, 10, 6, 11], [7, 20, 8, 1], [8, 14, 9, 13], [11, 4, 12, 5], [12, 16, 13, 15]]"
10_148_4,"[[12, 16, 13, 15], [14, 10, 15, 9], [17, 2, 18, 3], [19, 6, 20, 7], [1, 16, 2, 17], [3, 18, 4, 19], [5, 10, 6, 11], [7, 20, 8, 1], [8, 14, 9, 13], [11, 4, 12, 5]]"
10_148_5,"[[11, 4, 12, 5], [12, 16, 13, 15], [14, 10, 15, 9], [17, 2, 18, 3], [19, 6, 20, 7], [1, 16, 2, 17], [3, 18, 4, 19], [5, 10, 6, 11], [7, 20, 8, 1], [8, 14, 9, 13]]"
10_148_6,"[[8, 14, 9, 13], [11, 4, 12, 5], [12, 16, 13, 15], [14, 10, 15, 9], [17, 2, 18, 3], [19, 6, 20, 7], [1, 16, 2, 17], [3, 18, 4, 19], [5, 10, 6, 11], [7, 20, 8, 1]]"
10_148_7,"[[7, 20, 8, 1], [8, 14, 9, 13], [11, 4, 12, 5], [12, 16, 13, 15], [14, 10, 15, 9], [17, 2, 18, 3], [19, 6, 20, 7], [1, 16, 2, 17], [3, 18, 4, 19], [5, 10, 6, 11]]"
10_148_8,"[[5, 10, 6, 11], [7, 20, 8, 1], [8, 14, 9, 13], [11, 4, 12, 5], [12, 16, 13, 15], [14, 10, 15, 9], [17, 2, 18, 3], [19, 6, 20, 7], [1, 16, 2, 17], [3, 18, 4, 19]]"
10_148_9,"[[3, 18, 4, 19], [5, 10, 6, 11], [7, 20, 8, 1], [8, 14, 9, 13], [11, 4, 12, 5], [12, 16, 13, 15], [14, 10, 15, 9], [17, 2, 18, 3], [19, 6, 20, 7], [1, 16, 2, 17]]"
