name,pd_notation
5_1_0,"[[1, 7, 2, 6], [3, 9, 4, 8], [5, 1, 6, 10], [7, 3, 8, 2], [9, 5, 10, 4]]"
5_1_1,"[[9, 5, 10, 4], [1, 7, 2, 6], [3, 9, 4, 8], [5, 1, 6, 10], [7, 3, 8, 2]]"
5_1_2,"[[7, 3, 8, 2], [9, 5, 10, 4], [1, 7, 2, 6], [3, 9, 4, 8], [5, 1, 6, 10]]"
5_1_3,"[[5, 1, 6, 10], [7, 3, 8, 2], [9, 5, 10, 4], [1, 7, 2, 6], [3, 9, 4, 8]]"
5_1_4,"[[3, 9, 4, 8], [5, 1, 6, 10], [7, 3, 8, 2], [9, 5, 10, 4], [1, 7, 2, 6]]"
5_1_5,"[[2, 8, 3, 7], [4, 10, 5, 9], [6, 2, 7, 1], [8, 4, 9, 3], [10, 6, 1, 5]]"
5_1_6,"[[10, 6, 1, 5], [2, 8, 3, 7], [4, 10, 5, 9], [6, 2, 7, 1], [8, 4, 9, 3]]"
5_1_7,"[[8, 4, 9, 3], [10, 6, 1, 5], [2, 8, 3, 7], [4, 10, 5, 9], [6, 2, 7, 1]]"
5_1_8,"[[6, 2, 7, 1], [8, 4, 9, 3], [10, 6, 1, 5], [2, 8, 3, 7], [4, 10, 5, 9]]"
5_1_9,"[[4, 10, 5, 9], [6, 2, 7, 1], [8, 4, 9, 3], [10, 6, 1, 5], [2, 8, 3, 7]]"
5_1_10,"[[3, 9, 4, 8], [5, 1, 6, 10], [7, 3, 8, 2], [9, 5, 10, 4], [1, 7, 2, 6]]"
5_1_11,"[[1, 7, 2, 6], [3, 9, 4, 8], [5, 1, 6, 10], [7, 3, 8, 2], [9, 5, 10, 4]]"
5_1_12,"[[9, 5, 10, 4], [1, 7, 2, 6], [3, 9, 4, 8], [5, 1, 6, 10], [7, 3, 8, 2]]"
5_1_13,"[[7, 3, 8, 2], [9, 5, 10, 4], [1, 7, 2, 6], [3, 9, 4, 8], [5, 1, 6, 10]]"
5_1_14,"[[5, 1, 6, 10], [7, 3, 8, 2], [9, 5, 10, 4], [1, 7, 2, 6], [3, 9, 4, 8]]"
5_1_15,"[[4, 10, 5, 9], [6, 2, 7, 1], [8, 4, 9, 3], [10, 6, 1, 5], [2, 8, 3, 7]]"
5_1_16,"[[2, 8, 3, 7], [4, 10, 5, 9], [6, 2, 7, 1], [8, 4, 9, 3], [10, 6, 1, 5]]"
5_1_17,"[[10, 6, 1, 5], [2, 8, 3, 7], [4, 10, 5, 9], [6, 2, 7, 1], [8, 4, 9, 3]]"
5_1_18,"[[8, 4, 9, 3], [10, 6, 1, 5], [2, 8, 3, 7], [4, 10, 5, 9], [6, 2, 7, 1]]"
5_1_19,"[[6, 2, 7, 1], [8, 4, 9, 3], [10, 6, 1, 5], [2, 8, 3, 7], [4, 10, 5, 9]]"
5_1_20,"[[5, 1, 6, 10], [7, 3, 8, 2], [9, 5, 10, 4], [1, 7, 2, 6], [3, 9, 4, 8]]"
5_1_21,"[[3, 9, 4, 8], [5, 1, 6, 10], [7, 3, 8, 2], [9, 5, 10, 4], [1, 7, 2, 6]]"
5_1_22,"[[1, 7, 2, 6], [3, 9, 4, 8], [5, 1, 6, 10], [7, 3, 8, 2], [9, 5, 10, 4]]"
5_1_23,"[[9, 5, 10, 4], [1, 7, 2, 6], [3, 9, 4, 8], [5, 1, 6, 10], [7, 3, 8, 2]]"
5_1_24,"[[7, 3, 8, 2], [9, 5, 10, 4], [1, 7, 2, 6], [3, 9, 4, 8], [5, 1, 6, 10]]"
5_1_25,"[[6, 2, 7, 1], [8, 4, 9, 3], [10, 6, 1, 5], [2, 8, 3, 7], [4, 10, 5, 9]]"
5_1_26,"[[4, 10, 5, 9], [6, 2, 7, 1], [8, 4, 9, 3], [10, 6, 1, 5], [2, 8, 3, 7]]"
5_1_27,"[[2, 8, 3, 7], [4, 10, 5, 9], [6, 2, 7, 1], [8, 4, 9, 3], [10, 6, 1, 5]]"
5_1_28,"[[10, 6, 1, 5], [2, 8, 3, 7], [4, 10, 5, 9], [6, 2, 7, 1], [8, 4, 9, 3]]"
5_1_29,"[[8, 4, 9, 3], [10, 6, 1, 5], [2, 8, 3, 7], [4, 10, 5, 9], [6, 2, 7, 1]]"
5_1_30,"[[7, 3, 8, 2], [9, 5, 10, 4], [1, 7, 2, 6], [3, 9, 4, 8], [5, 1, 6, 10]]"
5_1_31,"[[5, 1, 6, 10], [7, 3, 8, 2], [9, 5, 10, 4], [1, 7, 2, 6], [3, 9, 4, 8]]"
5_1_32,"[[3, 9, 4, 8], [5, 1, 6, 10], [7, 3, 8, 2], [9, 5, 10, 4], [1, 7, 2, 6]]"
5_1_33,"[[1, 7, 2, 6], [3, 9, 4, 8], [5, 1, 6, 10], [7, 3, 8, 2], [9, 5, 10, 4]]"
5_1_34,"[[9, 5, 10, 4], [1, 7, 2, 6], [3, 9, 4, 8], [5, 1, 6, 10], [7, 3, 8, 2]]"
5_1_35,"[[8, 4, 9, 3], [10, 6, 1, 5], [2, 8, 3, 7], [4, 10, 5, 9], [6, 2, 7, 1]]"
5_1_36,"[[6, 2, 7, 1], [8, 4, 9, 3], [10, 6, 1, 5], [2, 8, 3, 7], [4, 10, 5, 9]]"
5_1_37,"[[4, 10, 5, 9], [6, 2, 7, 1], [8, 4, 9, 3], [10, 6, 1, 5], [2, 8, 3, 7]]"
5_1_38,"[[2, 8, 3, 7], [4, 10, 5, 9], [6, 2, 7, 1], [8, 4, 9, 3], [10, 6, 1, 5]]"
5_1_39,"[[10, 6, 1, 5], [2, 8, 3, 7], [4, 10, 5, 9], [6, 2, 7, 1], [8, 4, 9, 3]]"
5_1_40,"[[9, 5, 10, 4], [1, 7, 2, 6], [3, 9, 4, 8], [5, 1, 6, 10], [7, 3, 8, 2]]"
5_1_41,"[[7, 3, 8, 2], [9, 5, 10, 4], [1, 7, 2, 6], [3, 9, 4, 8], [5, 1, 6, 10]]"
