name,pd_notation
12n_0435_0,"[[17, 1, 18, 24], [2, 6, 3, 5], [4, 11, 5, 12], [15, 6, 16, 7], [1, 8, 2, 9], [19, 10, 20, 11], [12, 3, 13, 4], [23, 15, 24, 14], [7, 16, 8, 17], [21, 19, 22, 18], [9, 20, 10, 21], [13, 23, 14, 22]]"
12n_0435_1,"[[13, 23, 14, 22], [17, 1, 18, 24], [2, 6, 3, 5], [4, 11, 5, 12], [15, 6, 16, 7], [1, 8, 2, 9], [19, 10, 20, 11], [12, 3, 13, 4], [23, 15, 24, 14], [7, 16, 8, 17], [21, 19, 22, 18], [9, 20, 10, 21]]"
12n_0435_2,"[[9, 20, 10, 21], [13, 23, 14, 22], [17, 1, 18, 24], [2, 6, 3, 5], [4, 11, 5, 12], [15, 6, 16, 7], [1, 8, 2, 9], [19, 10, 20, 11], [12, 3, 13, 4], [23, 15, 24, 14], [7, 16, 8, 17], [21, 19, 22, 18]]"
12n_0435_3,"[[21, 19, 22, 18], [9, 20, 10, 21], [13, 23, 14, 22], [17, 1, 18, 24], [2, 6, 3, 5], [4, 11, 5, 12], [15, 6, 16, 7], [1, 8, 2, 9], [19, 10, 20, 11], [12, 3, 13, 4], [23, 15, 24, 14], [7, 16, 8, 17]]"
12n_0435_4,"[[7, 16, 8, 17], [21, 19, 22, 18], [9, 20, 10, 21], [13, 23, 14, 22], [17, 1, 18, 24], [2, 6, 3, 5], [4, 11, 5, 12], [15, 6, 16, 7], [1, 8, 2, 9], [19, 10, 20, 11], [12, 3, 13, 4], [23, 15, 24, 14]]"
12n_0435_5,"[[23, 15, 24, 14], [7, 16, 8, 17], [21, 19, 22, 18], [9, 20, 10, 21], [13, 23, 14, 22], [17, 1, 18, 24], [2, 6, 3, 5], [4, 11, 5, 12], [15, 6, 16, 7], [1, 8, 2, 9], [19, 10, 20, 11], [12, 3, 13, 4]]"
12n_0435_6,"[[12, 3, 13, 4], [23, 15, 24, 14], [7, 16, 8, 17], [21, 19, 22, 18], [9, 20, 10, 21], [13, 23, 14, 22], [17, 1, 18, 24], [2, 6, 3, 5], [4, 11, 5, 12], [15, 6, 16, 7], [1, 8, 2, 9], [19, 10, 20, 11]]"
12n_0435_7,"[[19, 10, 20, 11], [12, 3, 13, 4], [23, 15, 24, 14], [7, 16, 8, 17], [21, 19, 22, 18], [9, 20, 10, 21], [13, 23, 14, 22], [17, 1, 18, 24], [2, 6, 3, 5], [4, 11, 5, 12], [15, 6, 16, 7], [1, 8, 2, 9]]"
12n_0435_8,"[[1, 8, 2, 9], [19, 10, 20, 11], [12, 3, 13, 4], [23, 15, 24, 14], [7, 16, 8, 17], [21, 19, 22, 18], [9, 20, 10, 21], [13, 23, 14, 22], [17, 1, 18, 24], [2, 6, 3, 5], [4, 11, 5, 12], [15, 6, 16, 7]]"
12n_0435_9,"[[15, 6, 16, 7], [1, 8, 2, 9], [19, 10, 20, 11], [12, 3, 13, 4], [23, 15, 24, 14], [7, 16, 8, 17], [21, 19, 22, 18], [9, 20, 10, 21], [13, 23, 14, 22], [17, 1, 18, 24], [2, 6, 3, 5], [4, 11, 5, 12]]"
