name,computed_bridge_index
12a_1264_0,3
12a_1264_1,3
12a_1264_2,3
12a_1264_3,3
12a_1264_4,3
12a_1264_5,3
12a_1264_6,4
12a_1264_7,3
12a_1264_8,3
12a_1264_9,3
12a_1264_10,3
12a_1264_11,4
12a_1264_12,3
12a_1264_13,3
12a_1264_14,3
12a_1264_15,3
12a_1264_16,3
12a_1264_17,3
12a_1264_18,4
12a_1264_19,3
12a_1264_20,3
12a_1264_21,3
12a_1264_22,3
12a_1264_23,4
12a_1264_24,3
12a_1264_25,3
12a_1264_26,3
12a_1264_27,3
12a_1264_28,3
12a_1264_29,3
12a_1264_30,4
12a_1264_31,3
12a_1264_32,3
12a_1264_33,3
12a_1264_34,3
12a_1264_35,4
12a_1264_36,3
12a_1264_37,3
12a_1264_38,3
12a_1264_39,3
12a_1264_40,3
12a_1264_41,3
12a_1264_42,4
12a_1264_43,3
12a_1264_44,3
12a_1264_45,3
12a_1264_46,3
12a_1264_47,4
12a_1264_48,3
12a_1264_49,3
12a_1264_50,3
12a_1264_51,3
12a_1264_52,3
12a_1264_53,3
12a_1264_54,4
12a_1264_55,3
12a_1264_56,3
12a_1264_57,3
12a_1264_58,3
12a_1264_59,4
12a_1264_60,3
12a_1264_61,3
12a_1264_62,3
12a_1264_63,3
12a_1264_64,3
12a_1264_65,3
12a_1264_66,4
12a_1264_67,3
12a_1264_68,3
12a_1264_69,3
12a_1264_70,3
12a_1264_71,4
12a_1264_72,3
12a_1264_73,3
12a_1264_74,3
12a_1264_75,3
12a_1264_76,3
12a_1264_77,3
12a_1264_78,4
12a_1264_79,3
12a_1264_80,3
12a_1264_81,3
12a_1264_82,3
12a_1264_83,4
12a_1264_84,3
12a_1264_85,3
12a_1264_86,3
12a_1264_87,3
12a_1264_88,3
12a_1264_89,3
12a_1264_90,4
12a_1264_91,3
12a_1264_92,3
12a_1264_93,3
12a_1264_94,3
12a_1264_95,4
12a_1264_96,3
12a_1264_97,3
12a_1264_98,3
12a_1264_99,3
12a_1264_100,3
12a_1264_101,3
12a_1264_102,4
12a_1264_103,3
12a_1264_104,3
12a_1264_105,3
12a_1264_106,3
12a_1264_107,4
12a_1264_108,3
12a_1264_109,3
12a_1264_110,3
12a_1264_111,3
12a_1264_112,3
12a_1264_113,3
12a_1264_114,4
12a_1264_115,3
12a_1264_116,3
12a_1264_117,3
