name,computed_bridge_index
12a_1250_0,3
12a_1250_1,4
12a_1250_2,3
12a_1250_3,4
12a_1250_4,3
12a_1250_5,3
12a_1250_6,4
12a_1250_7,3
12a_1250_8,3
12a_1250_9,4
12a_1250_10,4
12a_1250_11,4
12a_1250_12,3
12a_1250_13,4
12a_1250_14,3
12a_1250_15,4
12a_1250_16,3
12a_1250_17,3
12a_1250_18,4
12a_1250_19,3
12a_1250_20,3
12a_1250_21,4
12a_1250_22,4
12a_1250_23,4
12a_1250_24,3
12a_1250_25,4
12a_1250_26,3
12a_1250_27,4
12a_1250_28,3
12a_1250_29,3
12a_1250_30,4
12a_1250_31,3
12a_1250_32,3
12a_1250_33,4
12a_1250_34,4
12a_1250_35,4
12a_1250_36,3
12a_1250_37,4
12a_1250_38,3
12a_1250_39,4
12a_1250_40,3
12a_1250_41,3
12a_1250_42,4
12a_1250_43,3
12a_1250_44,3
12a_1250_45,4
12a_1250_46,4
12a_1250_47,4
12a_1250_48,3
12a_1250_49,4
12a_1250_50,3
12a_1250_51,4
12a_1250_52,3
12a_1250_53,3
12a_1250_54,4
12a_1250_55,3
12a_1250_56,3
12a_1250_57,4
12a_1250_58,4
12a_1250_59,4
12a_1250_60,3
12a_1250_61,4
12a_1250_62,3
12a_1250_63,4
12a_1250_64,3
12a_1250_65,3
12a_1250_66,4
12a_1250_67,3
12a_1250_68,3
12a_1250_69,4
12a_1250_70,4
12a_1250_71,4
12a_1250_72,3
12a_1250_73,4
12a_1250_74,3
12a_1250_75,4
12a_1250_76,3
12a_1250_77,3
12a_1250_78,4
12a_1250_79,3
12a_1250_80,3
12a_1250_81,4
12a_1250_82,4
12a_1250_83,4
12a_1250_84,3
12a_1250_85,4
12a_1250_86,3
12a_1250_87,4
12a_1250_88,3
12a_1250_89,3
12a_1250_90,4
12a_1250_91,3
12a_1250_92,3
12a_1250_93,4
12a_1250_94,4
12a_1250_95,4
12a_1250_96,3
12a_1250_97,4
12a_1250_98,3
12a_1250_99,4
12a_1250_100,3
12a_1250_101,3
12a_1250_102,4
12a_1250_103,3
12a_1250_104,3
12a_1250_105,4
12a_1250_106,4
12a_1250_107,4
12a_1250_108,3
12a_1250_109,4
12a_1250_110,3
12a_1250_111,4
12a_1250_112,3
12a_1250_113,3
12a_1250_114,4
12a_1250_115,3
12a_1250_116,3
12a_1250_117,4
12a_1250_118,4
12a_1250_119,4
12a_1250_120,3
12a_1250_121,4
12a_1250_122,3
12a_1250_123,4
12a_1250_124,3
12a_1250_125,3
12a_1250_126,4
12a_1250_127,3
12a_1250_128,3
12a_1250_129,4
12a_1250_130,4
12a_1250_131,4
12a_1250_132,3
12a_1250_133,4
12a_1250_134,3
12a_1250_135,4
12a_1250_136,3
12a_1250_137,3
12a_1250_138,4
12a_1250_139,3
12a_1250_140,3
12a_1250_141,4
12a_1250_142,4
12a_1250_143,4
12a_1250_144,3
12a_1250_145,4
12a_1250_146,3
12a_1250_147,4
12a_1250_148,3
12a_1250_149,3
12a_1250_150,4
12a_1250_151,3
12a_1250_152,3
12a_1250_153,4
12a_1250_154,4
12a_1250_155,4
12a_1250_156,3
12a_1250_157,4
12a_1250_158,3
12a_1250_159,4
12a_1250_160,3
12a_1250_161,3
12a_1250_162,4
12a_1250_163,3
12a_1250_164,3
12a_1250_165,4
12a_1250_166,4
12a_1250_167,4
12a_1250_168,3
12a_1250_169,4
12a_1250_170,3
12a_1250_171,4
12a_1250_172,3
12a_1250_173,3
12a_1250_174,4
12a_1250_175,3
12a_1250_176,3
12a_1250_177,4
12a_1250_178,4
12a_1250_179,4
12a_1250_180,3
12a_1250_181,4
12a_1250_182,3
12a_1250_183,4
12a_1250_184,3
12a_1250_185,3
12a_1250_186,4
12a_1250_187,3
12a_1250_188,3
12a_1250_189,4
12a_1250_190,4
12a_1250_191,4
12a_1250_192,3
12a_1250_193,4
12a_1250_194,3
12a_1250_195,4
12a_1250_196,3
12a_1250_197,3
12a_1250_198,4
12a_1250_199,3
12a_1250_200,3
12a_1250_201,4
12a_1250_202,4
12a_1250_203,4
12a_1250_204,3
12a_1250_205,4
12a_1250_206,3
12a_1250_207,4
12a_1250_208,3
12a_1250_209,3
12a_1250_210,4
12a_1250_211,3
12a_1250_212,3
12a_1250_213,4
12a_1250_214,4
12a_1250_215,4
12a_1250_216,3
12a_1250_217,4
12a_1250_218,3
12a_1250_219,4
12a_1250_220,3
12a_1250_221,3
12a_1250_222,4
12a_1250_223,3
12a_1250_224,3
12a_1250_225,4
12a_1250_226,4
12a_1250_227,4
12a_1250_228,3
12a_1250_229,4
12a_1250_230,3
12a_1250_231,4
12a_1250_232,3
12a_1250_233,3
12a_1250_234,4
12a_1250_235,3
12a_1250_236,3
12a_1250_237,4
12a_1250_238,4
12a_1250_239,4
12a_1250_240,3
12a_1250_241,4
12a_1250_242,3
12a_1250_243,4
12a_1250_244,3
12a_1250_245,3
12a_1250_246,4
12a_1250_247,3
12a_1250_248,3
12a_1250_249,4
12a_1250_250,4
12a_1250_251,4
12a_1250_252,3
12a_1250_253,4
