name,computed_bridge_index
12a_1220_0,3
12a_1220_1,3
12a_1220_2,4
12a_1220_3,4
12a_1220_4,4
12a_1220_5,3
12a_1220_6,3
12a_1220_7,3
12a_1220_8,4
12a_1220_9,3
12a_1220_10,3
12a_1220_11,4
12a_1220_12,3
12a_1220_13,3
12a_1220_14,4
12a_1220_15,4
12a_1220_16,4
12a_1220_17,3
12a_1220_18,3
12a_1220_19,3
12a_1220_20,4
12a_1220_21,3
12a_1220_22,3
12a_1220_23,4
12a_1220_24,3
12a_1220_25,3
12a_1220_26,4
12a_1220_27,4
12a_1220_28,4
12a_1220_29,3
12a_1220_30,3
12a_1220_31,3
12a_1220_32,4
12a_1220_33,3
12a_1220_34,3
12a_1220_35,4
12a_1220_36,3
12a_1220_37,3
12a_1220_38,4
12a_1220_39,4
12a_1220_40,4
12a_1220_41,3
12a_1220_42,3
12a_1220_43,3
12a_1220_44,4
12a_1220_45,3
12a_1220_46,3
12a_1220_47,4
12a_1220_48,3
12a_1220_49,3
12a_1220_50,4
12a_1220_51,4
12a_1220_52,4
12a_1220_53,3
12a_1220_54,3
12a_1220_55,3
12a_1220_56,4
12a_1220_57,3
12a_1220_58,3
12a_1220_59,4
12a_1220_60,3
12a_1220_61,3
12a_1220_62,4
12a_1220_63,4
12a_1220_64,4
12a_1220_65,3
12a_1220_66,3
12a_1220_67,3
12a_1220_68,4
12a_1220_69,3
12a_1220_70,3
12a_1220_71,4
12a_1220_72,3
12a_1220_73,3
12a_1220_74,4
12a_1220_75,4
12a_1220_76,4
12a_1220_77,3
12a_1220_78,3
12a_1220_79,3
12a_1220_80,4
12a_1220_81,3
12a_1220_82,3
12a_1220_83,4
12a_1220_84,3
12a_1220_85,3
12a_1220_86,4
12a_1220_87,4
12a_1220_88,4
12a_1220_89,3
12a_1220_90,3
12a_1220_91,3
12a_1220_92,4
12a_1220_93,3
12a_1220_94,3
12a_1220_95,4
12a_1220_96,3
12a_1220_97,3
12a_1220_98,4
12a_1220_99,4
12a_1220_100,4
12a_1220_101,3
12a_1220_102,3
12a_1220_103,3
12a_1220_104,4
12a_1220_105,3
12a_1220_106,3
12a_1220_107,4
12a_1220_108,3
12a_1220_109,3
12a_1220_110,4
12a_1220_111,4
12a_1220_112,4
12a_1220_113,3
12a_1220_114,3
12a_1220_115,3
12a_1220_116,4
12a_1220_117,3
12a_1220_118,3
12a_1220_119,4
12a_1220_120,3
12a_1220_121,3
12a_1220_122,4
12a_1220_123,4
12a_1220_124,4
12a_1220_125,3
12a_1220_126,3
12a_1220_127,3
12a_1220_128,4
12a_1220_129,3
12a_1220_130,3
12a_1220_131,4
12a_1220_132,3
12a_1220_133,3
12a_1220_134,4
12a_1220_135,4
12a_1220_136,4
12a_1220_137,3
12a_1220_138,3
12a_1220_139,3
12a_1220_140,4
12a_1220_141,3
12a_1220_142,3
12a_1220_143,4
12a_1220_144,3
12a_1220_145,3
12a_1220_146,4
12a_1220_147,4
12a_1220_148,4
12a_1220_149,3
12a_1220_150,3
12a_1220_151,3
12a_1220_152,4
12a_1220_153,3
12a_1220_154,3
12a_1220_155,4
12a_1220_156,3
12a_1220_157,3
12a_1220_158,4
12a_1220_159,4
12a_1220_160,4
12a_1220_161,3
12a_1220_162,3
12a_1220_163,3
12a_1220_164,4
12a_1220_165,3
12a_1220_166,3
12a_1220_167,4
12a_1220_168,3
12a_1220_169,3
12a_1220_170,4
12a_1220_171,4
12a_1220_172,4
12a_1220_173,3
12a_1220_174,3
12a_1220_175,3
12a_1220_176,4
12a_1220_177,3
12a_1220_178,3
12a_1220_179,4
12a_1220_180,3
12a_1220_181,3
12a_1220_182,4
12a_1220_183,4
12a_1220_184,4
12a_1220_185,3
12a_1220_186,3
12a_1220_187,3
12a_1220_188,4
12a_1220_189,3
12a_1220_190,3
12a_1220_191,4
12a_1220_192,3
12a_1220_193,3
12a_1220_194,4
12a_1220_195,4
12a_1220_196,4
12a_1220_197,3
12a_1220_198,3
12a_1220_199,3
12a_1220_200,4
12a_1220_201,3
12a_1220_202,3
12a_1220_203,4
12a_1220_204,3
12a_1220_205,3
12a_1220_206,4
12a_1220_207,4
12a_1220_208,4
12a_1220_209,3
12a_1220_210,3
12a_1220_211,3
12a_1220_212,4
12a_1220_213,3
12a_1220_214,3
12a_1220_215,4
12a_1220_216,3
12a_1220_217,3
12a_1220_218,4
12a_1220_219,4
12a_1220_220,4
12a_1220_221,3
12a_1220_222,3
12a_1220_223,3
12a_1220_224,4
12a_1220_225,3
12a_1220_226,3
12a_1220_227,4
12a_1220_228,3
12a_1220_229,3
12a_1220_230,4
12a_1220_231,4
12a_1220_232,4
12a_1220_233,3
12a_1220_234,3
12a_1220_235,3
12a_1220_236,4
12a_1220_237,3
12a_1220_238,3
12a_1220_239,4
12a_1220_240,3
12a_1220_241,3
12a_1220_242,4
12a_1220_243,4
12a_1220_244,4
12a_1220_245,3
12a_1220_246,3
12a_1220_247,3
12a_1220_248,4
12a_1220_249,3
12a_1220_250,3
12a_1220_251,4
12a_1220_252,3
12a_1220_253,3
12a_1220_254,4
12a_1220_255,4
12a_1220_256,4
12a_1220_257,3
12a_1220_258,3
12a_1220_259,3
12a_1220_260,4
12a_1220_261,3
12a_1220_262,3
12a_1220_263,4
12a_1220_264,3
12a_1220_265,3
12a_1220_266,4
12a_1220_267,4
12a_1220_268,4
12a_1220_269,3
12a_1220_270,3
12a_1220_271,3
12a_1220_272,4
12a_1220_273,3
12a_1220_274,3
12a_1220_275,4
12a_1220_276,3
12a_1220_277,3
12a_1220_278,4
12a_1220_279,4
12a_1220_280,4
12a_1220_281,3
12a_1220_282,3
12a_1220_283,3
12a_1220_284,4
12a_1220_285,3
12a_1220_286,3
12a_1220_287,4
12a_1220_reversed_288,3
12a_1220_reversed_289,4
12a_1220_reversed_290,4
12a_1220_reversed_291,3
12a_1220_reversed_292,4
12a_1220_reversed_293,3
12a_1220_reversed_294,3
12a_1220_reversed_295,3
12a_1220_reversed_296,3
12a_1220_reversed_297,4
12a_1220_reversed_298,4
12a_1220_reversed_299,4
12a_1220_reversed_300,3
12a_1220_reversed_301,4
12a_1220_reversed_302,4
12a_1220_reversed_303,3
12a_1220_reversed_304,4
12a_1220_reversed_305,3
12a_1220_reversed_306,3
12a_1220_reversed_307,3
12a_1220_reversed_308,3
12a_1220_reversed_309,4
12a_1220_reversed_310,4
12a_1220_reversed_311,4
12a_1220_reversed_312,3
12a_1220_reversed_313,4
12a_1220_reversed_314,4
12a_1220_reversed_315,3
12a_1220_reversed_316,4
12a_1220_reversed_317,3
12a_1220_reversed_318,3
12a_1220_reversed_319,3
12a_1220_reversed_320,3
12a_1220_reversed_321,4
