name,computed_bridge_index
12a_1245_0,3
12a_1245_1,3
12a_1245_2,4
12a_1245_3,3
12a_1245_4,3
12a_1245_5,3
12a_1245_6,3
12a_1245_7,3
12a_1245_8,3
12a_1245_9,3
12a_1245_10,3
12a_1245_11,3
12a_1245_12,3
12a_1245_13,3
12a_1245_14,4
12a_1245_15,3
12a_1245_16,3
12a_1245_17,3
12a_1245_18,3
12a_1245_19,3
12a_1245_20,3
12a_1245_21,3
12a_1245_22,3
12a_1245_23,3
12a_1245_24,3
12a_1245_25,3
12a_1245_26,4
12a_1245_27,3
12a_1245_28,3
12a_1245_29,3
12a_1245_30,3
12a_1245_31,3
12a_1245_32,3
12a_1245_33,3
12a_1245_34,3
12a_1245_35,3
12a_1245_36,3
12a_1245_37,3
12a_1245_38,4
12a_1245_39,3
12a_1245_40,3
12a_1245_41,3
12a_1245_42,3
12a_1245_43,3
12a_1245_44,3
12a_1245_45,3
12a_1245_46,3
12a_1245_47,3
12a_1245_48,3
12a_1245_49,3
12a_1245_50,4
12a_1245_51,3
12a_1245_52,3
12a_1245_53,3
12a_1245_54,3
12a_1245_55,3
12a_1245_56,3
12a_1245_57,3
12a_1245_58,3
12a_1245_59,3
12a_1245_60,3
12a_1245_61,3
12a_1245_62,4
12a_1245_63,3
12a_1245_64,3
12a_1245_65,3
12a_1245_66,3
12a_1245_67,3
12a_1245_68,3
12a_1245_69,3
12a_1245_70,3
12a_1245_71,3
12a_1245_72,3
12a_1245_73,3
12a_1245_74,4
12a_1245_75,3
12a_1245_76,3
12a_1245_77,3
12a_1245_78,3
12a_1245_79,3
12a_1245_80,3
12a_1245_81,3
12a_1245_82,3
12a_1245_83,3
12a_1245_84,3
12a_1245_85,3
12a_1245_86,4
12a_1245_87,3
12a_1245_88,3
12a_1245_89,3
12a_1245_90,3
12a_1245_91,3
12a_1245_92,3
12a_1245_93,3
12a_1245_94,3
12a_1245_95,3
12a_1245_96,3
12a_1245_97,3
12a_1245_98,4
12a_1245_99,3
12a_1245_100,3
12a_1245_101,3
12a_1245_102,3
12a_1245_103,3
12a_1245_104,3
12a_1245_105,3
12a_1245_106,3
12a_1245_107,3
12a_1245_108,3
12a_1245_109,3
