name,computed_bridge_index
12a_1261_0,3
12a_1261_1,3
12a_1261_2,4
12a_1261_3,4
12a_1261_4,3
12a_1261_5,4
12a_1261_6,3
12a_1261_7,3
12a_1261_8,4
12a_1261_9,4
12a_1261_10,3
12a_1261_11,4
12a_1261_12,3
12a_1261_13,3
12a_1261_14,4
12a_1261_15,4
12a_1261_16,3
12a_1261_17,4
12a_1261_18,3
12a_1261_19,3
12a_1261_20,4
12a_1261_21,4
12a_1261_22,3
12a_1261_23,4
12a_1261_24,3
12a_1261_25,3
12a_1261_26,4
12a_1261_27,4
12a_1261_28,3
12a_1261_29,4
12a_1261_30,3
12a_1261_31,3
12a_1261_32,4
12a_1261_33,4
12a_1261_34,3
12a_1261_35,4
12a_1261_36,3
12a_1261_37,3
12a_1261_38,4
12a_1261_39,4
12a_1261_40,3
12a_1261_41,4
12a_1261_42,3
12a_1261_43,3
12a_1261_44,4
12a_1261_45,4
12a_1261_46,3
12a_1261_47,4
12a_1261_48,3
12a_1261_49,3
12a_1261_50,4
12a_1261_51,4
12a_1261_52,3
12a_1261_53,4
12a_1261_54,3
12a_1261_55,3
12a_1261_56,4
12a_1261_57,4
12a_1261_58,3
12a_1261_59,4
12a_1261_60,3
12a_1261_61,3
12a_1261_62,4
12a_1261_63,4
12a_1261_64,3
12a_1261_65,4
12a_1261_66,3
12a_1261_67,3
12a_1261_68,4
12a_1261_69,4
12a_1261_70,3
12a_1261_71,4
12a_1261_72,3
12a_1261_73,3
12a_1261_74,4
12a_1261_75,4
12a_1261_76,3
12a_1261_77,4
12a_1261_78,3
12a_1261_79,3
12a_1261_80,4
12a_1261_81,4
12a_1261_82,3
12a_1261_83,4
12a_1261_84,3
12a_1261_85,3
12a_1261_86,4
12a_1261_87,4
12a_1261_88,3
12a_1261_89,4
12a_1261_90,3
12a_1261_91,3
12a_1261_92,4
12a_1261_93,4
12a_1261_94,3
12a_1261_95,4
12a_1261_96,3
12a_1261_97,3
12a_1261_98,4
12a_1261_99,4
12a_1261_100,3
12a_1261_101,4
12a_1261_102,3
12a_1261_103,3
12a_1261_104,4
12a_1261_105,4
12a_1261_106,3
12a_1261_107,4
12a_1261_108,3
12a_1261_109,3
12a_1261_110,4
12a_1261_111,4
12a_1261_112,3
12a_1261_113,4
12a_1261_114,3
12a_1261_115,3
12a_1261_116,4
12a_1261_117,4
12a_1261_118,3
12a_1261_119,4
12a_1261_120,3
12a_1261_121,3
12a_1261_122,4
12a_1261_123,4
12a_1261_124,3
12a_1261_125,4
12a_1261_126,3
12a_1261_127,3
12a_1261_128,4
12a_1261_129,4
12a_1261_130,3
12a_1261_131,4
12a_1261_132,3
12a_1261_133,3
12a_1261_134,4
12a_1261_135,4
12a_1261_136,3
12a_1261_137,4
12a_1261_138,3
12a_1261_139,3
12a_1261_140,4
12a_1261_141,4
12a_1261_142,3
12a_1261_143,4
12a_1261_144,3
12a_1261_145,3
12a_1261_146,4
12a_1261_147,4
12a_1261_148,3
12a_1261_149,4
12a_1261_150,3
12a_1261_151,3
12a_1261_152,4
12a_1261_153,4
12a_1261_154,3
12a_1261_155,4
12a_1261_156,3
12a_1261_157,3
12a_1261_158,4
12a_1261_159,4
12a_1261_160,3
12a_1261_161,4
12a_1261_162,3
12a_1261_163,3
12a_1261_164,4
12a_1261_165,4
12a_1261_166,3
12a_1261_167,4
12a_1261_168,3
12a_1261_169,3
12a_1261_170,4
12a_1261_171,4
12a_1261_172,3
12a_1261_173,4
12a_1261_174,3
12a_1261_175,3
12a_1261_176,4
12a_1261_177,4
12a_1261_178,3
12a_1261_179,4
12a_1261_180,3
12a_1261_181,3
12a_1261_182,4
12a_1261_183,4
12a_1261_184,3
12a_1261_185,4
12a_1261_186,3
12a_1261_187,3
12a_1261_188,4
12a_1261_189,4
12a_1261_190,3
12a_1261_191,4
12a_1261_192,3
12a_1261_193,3
12a_1261_194,4
12a_1261_195,4
12a_1261_196,3
12a_1261_197,4
12a_1261_198,3
12a_1261_199,3
12a_1261_200,4
12a_1261_201,4
12a_1261_202,3
12a_1261_203,4
12a_1261_204,3
12a_1261_205,3
12a_1261_206,4
12a_1261_207,4
12a_1261_208,3
12a_1261_209,4
12a_1261_210,3
12a_1261_211,3
12a_1261_212,4
12a_1261_213,4
12a_1261_214,3
12a_1261_215,4
12a_1261_216,3
12a_1261_217,3
12a_1261_218,4
12a_1261_219,4
12a_1261_220,3
12a_1261_221,4
12a_1261_222,3
12a_1261_223,3
12a_1261_224,4
12a_1261_225,4
12a_1261_226,3
12a_1261_227,4
12a_1261_228,3
12a_1261_229,3
12a_1261_230,4
12a_1261_231,4
12a_1261_232,3
12a_1261_233,4
12a_1261_234,3
12a_1261_235,3
12a_1261_236,4
12a_1261_237,4
12a_1261_238,3
12a_1261_239,4
12a_1261_240,3
12a_1261_241,3
12a_1261_242,4
12a_1261_243,4
12a_1261_244,3
12a_1261_245,4
12a_1261_246,3
12a_1261_247,3
12a_1261_248,4
12a_1261_249,4
12a_1261_250,3
12a_1261_251,4
12a_1261_252,3
12a_1261_253,3
12a_1261_254,4
12a_1261_255,4
12a_1261_256,3
12a_1261_257,4
12a_1261_258,3
12a_1261_259,3
12a_1261_260,4
12a_1261_261,4
12a_1261_262,3
12a_1261_263,4
12a_1261_264,3
12a_1261_265,3
12a_1261_266,4
12a_1261_267,4
12a_1261_268,3
12a_1261_269,4
12a_1261_270,3
12a_1261_271,3
12a_1261_272,4
12a_1261_273,4
12a_1261_274,3
12a_1261_275,4
12a_1261_276,3
12a_1261_277,3
12a_1261_278,4
12a_1261_279,4
12a_1261_280,3
12a_1261_281,4
12a_1261_282,3
12a_1261_283,3
12a_1261_284,4
12a_1261_285,4
12a_1261_286,3
12a_1261_287,4
12a_1261_reversed_288,3
12a_1261_reversed_289,4
12a_1261_reversed_290,3
12a_1261_reversed_291,3
12a_1261_reversed_292,4
12a_1261_reversed_293,3
12a_1261_reversed_294,3
12a_1261_reversed_295,4
12a_1261_reversed_296,3
12a_1261_reversed_297,4
12a_1261_reversed_298,4
12a_1261_reversed_299,3
12a_1261_reversed_300,3
12a_1261_reversed_301,4
12a_1261_reversed_302,3
12a_1261_reversed_303,3
12a_1261_reversed_304,4
12a_1261_reversed_305,3
12a_1261_reversed_306,3
12a_1261_reversed_307,4
12a_1261_reversed_308,3
12a_1261_reversed_309,4
12a_1261_reversed_310,4
12a_1261_reversed_311,3
12a_1261_reversed_312,3
12a_1261_reversed_313,4
12a_1261_reversed_314,3
12a_1261_reversed_315,3
12a_1261_reversed_316,4
12a_1261_reversed_317,3
12a_1261_reversed_318,3
12a_1261_reversed_319,4
12a_1261_reversed_320,3
12a_1261_reversed_321,4
12a_1261_reversed_322,4
12a_1261_reversed_323,3
12a_1261_reversed_324,3
12a_1261_reversed_325,4
12a_1261_reversed_326,3
12a_1261_reversed_327,3
12a_1261_reversed_328,4
12a_1261_reversed_329,3
12a_1261_reversed_330,3
12a_1261_reversed_331,4
12a_1261_reversed_332,3
12a_1261_reversed_333,4
12a_1261_reversed_334,4
12a_1261_reversed_335,3
12a_1261_reversed_336,3
12a_1261_reversed_337,4
12a_1261_reversed_338,3
12a_1261_reversed_339,3
12a_1261_reversed_340,4
12a_1261_reversed_341,3
12a_1261_reversed_342,3
12a_1261_reversed_343,4
12a_1261_reversed_344,3
12a_1261_reversed_345,4
12a_1261_reversed_346,4
12a_1261_reversed_347,3
12a_1261_reversed_348,3
12a_1261_reversed_349,4
12a_1261_reversed_350,3
12a_1261_reversed_351,3
12a_1261_reversed_352,4
12a_1261_reversed_353,3
12a_1261_reversed_354,3
12a_1261_reversed_355,4
12a_1261_reversed_356,3
12a_1261_reversed_357,4
12a_1261_reversed_358,4
12a_1261_reversed_359,3
12a_1261_reversed_360,3
12a_1261_reversed_361,4
12a_1261_reversed_362,3
12a_1261_reversed_363,3
12a_1261_reversed_364,4
12a_1261_reversed_365,3
12a_1261_reversed_366,3
12a_1261_reversed_367,4
12a_1261_reversed_368,3
12a_1261_reversed_369,4
12a_1261_reversed_370,4
12a_1261_reversed_371,3
12a_1261_reversed_372,3
12a_1261_reversed_373,4
12a_1261_reversed_374,3
12a_1261_reversed_375,3
12a_1261_reversed_376,4
12a_1261_reversed_377,3
12a_1261_reversed_378,3
12a_1261_reversed_379,4
12a_1261_reversed_380,3
12a_1261_reversed_381,4
12a_1261_reversed_382,4
12a_1261_reversed_383,3
12a_1261_reversed_384,3
12a_1261_reversed_385,4
12a_1261_reversed_386,3
12a_1261_reversed_387,3
12a_1261_reversed_388,4
12a_1261_reversed_389,3
12a_1261_reversed_390,3
12a_1261_reversed_391,4
12a_1261_reversed_392,3
12a_1261_reversed_393,4
12a_1261_reversed_394,4
12a_1261_reversed_395,3
12a_1261_reversed_396,3
12a_1261_reversed_397,4
12a_1261_reversed_398,3
12a_1261_reversed_399,3
12a_1261_reversed_400,4
12a_1261_reversed_401,3
12a_1261_reversed_402,3
12a_1261_reversed_403,4
12a_1261_reversed_404,3
12a_1261_reversed_405,4
12a_1261_reversed_406,4
12a_1261_reversed_407,3
12a_1261_reversed_408,3
12a_1261_reversed_409,4
12a_1261_reversed_410,3
12a_1261_reversed_411,3
12a_1261_reversed_412,4
12a_1261_reversed_413,3
12a_1261_reversed_414,3
12a_1261_reversed_415,4
12a_1261_reversed_416,3
12a_1261_reversed_417,4
12a_1261_reversed_418,4
12a_1261_reversed_419,3
12a_1261_reversed_420,3
12a_1261_reversed_421,4
12a_1261_reversed_422,3
12a_1261_reversed_423,3
12a_1261_reversed_424,4
12a_1261_reversed_425,3
12a_1261_reversed_426,3
12a_1261_reversed_427,4
12a_1261_reversed_428,3
12a_1261_reversed_429,4
12a_1261_reversed_430,4
12a_1261_reversed_431,3
12a_1261_reversed_432,3
12a_1261_reversed_433,4
12a_1261_reversed_434,3
12a_1261_reversed_435,3
12a_1261_reversed_436,4
12a_1261_reversed_437,3
12a_1261_reversed_438,3
12a_1261_reversed_439,4
12a_1261_reversed_440,3
12a_1261_reversed_441,4
12a_1261_reversed_442,4
12a_1261_reversed_443,3
12a_1261_reversed_444,3
12a_1261_reversed_445,4
12a_1261_reversed_446,3
12a_1261_reversed_447,3
12a_1261_reversed_448,4
12a_1261_reversed_449,3
12a_1261_reversed_450,3
12a_1261_reversed_451,4
12a_1261_reversed_452,3
12a_1261_reversed_453,4
12a_1261_reversed_454,4
12a_1261_reversed_455,3
