name,computed_bridge_index
12a_1262_0,3
12a_1262_1,3
12a_1262_2,3
12a_1262_3,3
12a_1262_4,3
12a_1262_5,3
12a_1262_6,3
12a_1262_7,3
12a_1262_8,3
12a_1262_9,3
12a_1262_10,3
12a_1262_11,3
12a_1262_12,3
12a_1262_13,3
12a_1262_14,3
12a_1262_15,3
12a_1262_16,3
12a_1262_17,3
12a_1262_18,3
12a_1262_19,3
12a_1262_20,3
12a_1262_21,3
12a_1262_22,3
12a_1262_23,3
12a_1262_24,3
12a_1262_25,3
12a_1262_26,3
12a_1262_27,3
12a_1262_28,3
12a_1262_29,3
12a_1262_30,3
12a_1262_31,3
12a_1262_32,3
12a_1262_33,3
12a_1262_34,3
12a_1262_35,3
12a_1262_36,3
12a_1262_37,3
12a_1262_38,3
12a_1262_39,3
12a_1262_40,3
12a_1262_41,3
12a_1262_42,3
12a_1262_43,3
12a_1262_44,3
12a_1262_45,3
12a_1262_46,3
12a_1262_47,3
12a_1262_48,3
12a_1262_49,3
12a_1262_50,3
12a_1262_51,3
12a_1262_52,3
12a_1262_53,3
12a_1262_54,3
12a_1262_55,3
12a_1262_56,3
12a_1262_57,3
12a_1262_58,3
12a_1262_59,3
12a_1262_60,3
12a_1262_61,3
12a_1262_62,3
12a_1262_63,3
12a_1262_64,3
12a_1262_65,3
12a_1262_66,3
12a_1262_67,3
12a_1262_68,3
12a_1262_69,3
12a_1262_70,3
12a_1262_71,3
12a_1262_72,3
12a_1262_73,3
12a_1262_74,3
12a_1262_75,3
12a_1262_76,3
12a_1262_77,3
12a_1262_78,3
12a_1262_79,3
12a_1262_80,3
12a_1262_81,3
12a_1262_82,3
12a_1262_83,3
12a_1262_84,3
12a_1262_85,3
12a_1262_86,3
12a_1262_87,3
12a_1262_88,3
12a_1262_89,3
12a_1262_90,3
12a_1262_91,3
12a_1262_92,3
12a_1262_93,3
12a_1262_94,3
12a_1262_95,3
12a_1262_96,3
12a_1262_97,3
12a_1262_98,3
12a_1262_99,3
12a_1262_100,3
12a_1262_101,3
12a_1262_102,3
12a_1262_103,3
12a_1262_104,3
12a_1262_105,3
12a_1262_106,3
12a_1262_107,3
12a_1262_108,3
12a_1262_109,3
12a_1262_110,3
12a_1262_111,3
12a_1262_112,3
12a_1262_113,3
12a_1262_114,3
12a_1262_115,3
12a_1262_116,3
12a_1262_117,3
12a_1262_118,3
12a_1262_119,3
12a_1262_120,3
12a_1262_121,3
12a_1262_122,3
12a_1262_123,3
12a_1262_124,3
12a_1262_125,3
12a_1262_126,3
12a_1262_127,3
12a_1262_128,3
12a_1262_129,3
12a_1262_130,3
12a_1262_131,3
12a_1262_132,3
12a_1262_133,3
12a_1262_134,3
12a_1262_135,3
12a_1262_136,3
12a_1262_137,3
12a_1262_138,3
12a_1262_139,3
12a_1262_140,3
12a_1262_141,3
12a_1262_142,3
12a_1262_143,3
12a_1262_144,3
12a_1262_145,3
12a_1262_146,3
12a_1262_147,3
12a_1262_148,3
12a_1262_149,3
12a_1262_150,3
12a_1262_151,3
12a_1262_152,3
12a_1262_153,3
12a_1262_154,3
12a_1262_155,3
12a_1262_156,3
12a_1262_157,3
12a_1262_158,3
12a_1262_159,3
12a_1262_160,3
12a_1262_161,3
12a_1262_162,3
12a_1262_163,3
12a_1262_164,3
12a_1262_165,3
12a_1262_166,3
12a_1262_167,3
12a_1262_168,3
12a_1262_169,3
12a_1262_170,3
12a_1262_171,3
12a_1262_172,3
12a_1262_173,3
12a_1262_174,3
12a_1262_175,3
12a_1262_176,3
12a_1262_177,3
12a_1262_178,3
12a_1262_179,3
12a_1262_180,3
12a_1262_181,3
12a_1262_182,3
12a_1262_183,3
12a_1262_184,3
12a_1262_185,3
12a_1262_186,3
12a_1262_187,3
12a_1262_188,3
12a_1262_189,3
12a_1262_190,3
12a_1262_191,3
12a_1262_192,3
12a_1262_193,3
12a_1262_194,3
12a_1262_195,3
12a_1262_196,3
12a_1262_197,3
12a_1262_198,3
12a_1262_199,3
12a_1262_200,3
12a_1262_201,3
12a_1262_202,3
12a_1262_203,3
12a_1262_204,3
12a_1262_205,3
12a_1262_206,3
