name,pd_notation
12n_0776_0,"[[24, 20, 1, 19], [2, 8, 3, 7], [4, 11, 5, 12], [17, 7, 18, 6], [8, 21, 9, 22], [10, 24, 11, 23], [12, 3, 13, 4], [14, 9, 15, 10], [16, 2, 17, 1], [5, 19, 6, 18], [20, 15, 21, 16], [22, 14, 23, 13]]"
12n_0776_1,"[[22, 14, 23, 13], [24, 20, 1, 19], [2, 8, 3, 7], [4, 11, 5, 12], [17, 7, 18, 6], [8, 21, 9, 22], [10, 24, 11, 23], [12, 3, 13, 4], [14, 9, 15, 10], [16, 2, 17, 1], [5, 19, 6, 18], [20, 15, 21, 16]]"
12n_0776_2,"[[20, 15, 21, 16], [22, 14, 23, 13], [24, 20, 1, 19], [2, 8, 3, 7], [4, 11, 5, 12], [17, 7, 18, 6], [8, 21, 9, 22], [10, 24, 11, 23], [12, 3, 13, 4], [14, 9, 15, 10], [16, 2, 17, 1], [5, 19, 6, 18]]"
12n_0776_3,"[[5, 19, 6, 18], [20, 15, 21, 16], [22, 14, 23, 13], [24, 20, 1, 19], [2, 8, 3, 7], [4, 11, 5, 12], [17, 7, 18, 6], [8, 21, 9, 22], [10, 24, 11, 23], [12, 3, 13, 4], [14, 9, 15, 10], [16, 2, 17, 1]]"
12n_0776_4,"[[16, 2, 17, 1], [5, 19, 6, 18], [20, 15, 21, 16], [22, 14, 23, 13], [24, 20, 1, 19], [2, 8, 3, 7], [4, 11, 5, 12], [17, 7, 18, 6], [8, 21, 9, 22], [10, 24, 11, 23], [12, 3, 13, 4], [14, 9, 15, 10]]"
12n_0776_5,"[[14, 9, 15, 10], [16, 2, 17, 1], [5, 19, 6, 18], [20, 15, 21, 16], [22, 14, 23, 13], [24, 20, 1, 19], [2, 8, 3, 7], [4, 11, 5, 12], [17, 7, 18, 6], [8, 21, 9, 22], [10, 24, 11, 23], [12, 3, 13, 4]]"
12n_0776_6,"[[12, 3, 13, 4], [14, 9, 15, 10], [16, 2, 17, 1], [5, 19, 6, 18], [20, 15, 21, 16], [22, 14, 23, 13], [24, 20, 1, 19], [2, 8, 3, 7], [4, 11, 5, 12], [17, 7, 18, 6], [8, 21, 9, 22], [10, 24, 11, 23]]"
12n_0776_7,"[[10, 24, 11, 23], [12, 3, 13, 4], [14, 9, 15, 10], [16, 2, 17, 1], [5, 19, 6, 18], [20, 15, 21, 16], [22, 14, 23, 13], [24, 20, 1, 19], [2, 8, 3, 7], [4, 11, 5, 12], [17, 7, 18, 6], [8, 21, 9, 22]]"
12n_0776_8,"[[8, 21, 9, 22], [10, 24, 11, 23], [12, 3, 13, 4], [14, 9, 15, 10], [16, 2, 17, 1], [5, 19, 6, 18], [20, 15, 21, 16], [22, 14, 23, 13], [24, 20, 1, 19], [2, 8, 3, 7], [4, 11, 5, 12], [17, 7, 18, 6]]"
12n_0776_9,"[[17, 7, 18, 6], [8, 21, 9, 22], [10, 24, 11, 23], [12, 3, 13, 4], [14, 9, 15, 10], [16, 2, 17, 1], [5, 19, 6, 18], [20, 15, 21, 16], [22, 14, 23, 13], [24, 20, 1, 19], [2, 8, 3, 7], [4, 11, 5, 12]]"
