name,pd_notation
12a_0114_0,"[[24, 22, 1, 21], [2, 6, 3, 5], [4, 10, 5, 9], [6, 16, 7, 15], [8, 4, 9, 3], [10, 23, 11, 24], [12, 18, 13, 17], [14, 8, 15, 7], [16, 20, 17, 19], [18, 14, 19, 13], [20, 2, 21, 1], [22, 11, 23, 12]]"
12a_0114_1,"[[22, 11, 23, 12], [24, 22, 1, 21], [2, 6, 3, 5], [4, 10, 5, 9], [6, 16, 7, 15], [8, 4, 9, 3], [10, 23, 11, 24], [12, 18, 13, 17], [14, 8, 15, 7], [16, 20, 17, 19], [18, 14, 19, 13], [20, 2, 21, 1]]"
12a_0114_2,"[[20, 2, 21, 1], [22, 11, 23, 12], [24, 22, 1, 21], [2, 6, 3, 5], [4, 10, 5, 9], [6, 16, 7, 15], [8, 4, 9, 3], [10, 23, 11, 24], [12, 18, 13, 17], [14, 8, 15, 7], [16, 20, 17, 19], [18, 14, 19, 13]]"
12a_0114_3,"[[18, 14, 19, 13], [20, 2, 21, 1], [22, 11, 23, 12], [24, 22, 1, 21], [2, 6, 3, 5], [4, 10, 5, 9], [6, 16, 7, 15], [8, 4, 9, 3], [10, 23, 11, 24], [12, 18, 13, 17], [14, 8, 15, 7], [16, 20, 17, 19]]"
12a_0114_4,"[[16, 20, 17, 19], [18, 14, 19, 13], [20, 2, 21, 1], [22, 11, 23, 12], [24, 22, 1, 21], [2, 6, 3, 5], [4, 10, 5, 9], [6, 16, 7, 15], [8, 4, 9, 3], [10, 23, 11, 24], [12, 18, 13, 17], [14, 8, 15, 7]]"
12a_0114_5,"[[14, 8, 15, 7], [16, 20, 17, 19], [18, 14, 19, 13], [20, 2, 21, 1], [22, 11, 23, 12], [24, 22, 1, 21], [2, 6, 3, 5], [4, 10, 5, 9], [6, 16, 7, 15], [8, 4, 9, 3], [10, 23, 11, 24], [12, 18, 13, 17]]"
12a_0114_6,"[[12, 18, 13, 17], [14, 8, 15, 7], [16, 20, 17, 19], [18, 14, 19, 13], [20, 2, 21, 1], [22, 11, 23, 12], [24, 22, 1, 21], [2, 6, 3, 5], [4, 10, 5, 9], [6, 16, 7, 15], [8, 4, 9, 3], [10, 23, 11, 24]]"
12a_0114_7,"[[10, 23, 11, 24], [12, 18, 13, 17], [14, 8, 15, 7], [16, 20, 17, 19], [18, 14, 19, 13], [20, 2, 21, 1], [22, 11, 23, 12], [24, 22, 1, 21], [2, 6, 3, 5], [4, 10, 5, 9], [6, 16, 7, 15], [8, 4, 9, 3]]"
12a_0114_8,"[[8, 4, 9, 3], [10, 23, 11, 24], [12, 18, 13, 17], [14, 8, 15, 7], [16, 20, 17, 19], [18, 14, 19, 13], [20, 2, 21, 1], [22, 11, 23, 12], [24, 22, 1, 21], [2, 6, 3, 5], [4, 10, 5, 9], [6, 16, 7, 15]]"
12a_0114_9,"[[6, 16, 7, 15], [8, 4, 9, 3], [10, 23, 11, 24], [12, 18, 13, 17], [14, 8, 15, 7], [16, 20, 17, 19], [18, 14, 19, 13], [20, 2, 21, 1], [22, 11, 23, 12], [24, 22, 1, 21], [2, 6, 3, 5], [4, 10, 5, 9]]"
12a_0114_10,"[[4, 10, 5, 9], [6, 16, 7, 15], [8, 4, 9, 3], [10, 23, 11, 24], [12, 18, 13, 17], [14, 8, 15, 7], [16, 20, 17, 19], [18, 14, 19, 13], [20, 2, 21, 1], [22, 11, 23, 12], [24, 22, 1, 21], [2, 6, 3, 5]]"
12a_0114_11,"[[2, 6, 3, 5], [4, 10, 5, 9], [6, 16, 7, 15], [8, 4, 9, 3], [10, 23, 11, 24], [12, 18, 13, 17], [14, 8, 15, 7], [16, 20, 17, 19], [18, 14, 19, 13], [20, 2, 21, 1], [22, 11, 23, 12], [24, 22, 1, 21]]"
12a_0114_12,"[[1, 23, 2, 22], [3, 7, 4, 6], [5, 11, 6, 10], [7, 17, 8, 16], [9, 5, 10, 4], [11, 24, 12, 1], [13, 19, 14, 18], [15, 9, 16, 8], [17, 21, 18, 20], [19, 15, 20, 14], [21, 3, 22, 2], [23, 12, 24, 13]]"
12a_0114_13,"[[23, 12, 24, 13], [1, 23, 2, 22], [3, 7, 4, 6], [5, 11, 6, 10], [7, 17, 8, 16], [9, 5, 10, 4], [11, 24, 12, 1], [13, 19, 14, 18], [15, 9, 16, 8], [17, 21, 18, 20], [19, 15, 20, 14], [21, 3, 22, 2]]"
12a_0114_14,"[[21, 3, 22, 2], [23, 12, 24, 13], [1, 23, 2, 22], [3, 7, 4, 6], [5, 11, 6, 10], [7, 17, 8, 16], [9, 5, 10, 4], [11, 24, 12, 1], [13, 19, 14, 18], [15, 9, 16, 8], [17, 21, 18, 20], [19, 15, 20, 14]]"
12a_0114_15,"[[19, 15, 20, 14], [21, 3, 22, 2], [23, 12, 24, 13], [1, 23, 2, 22], [3, 7, 4, 6], [5, 11, 6, 10], [7, 17, 8, 16], [9, 5, 10, 4], [11, 24, 12, 1], [13, 19, 14, 18], [15, 9, 16, 8], [17, 21, 18, 20]]"
12a_0114_16,"[[17, 21, 18, 20], [19, 15, 20, 14], [21, 3, 22, 2], [23, 12, 24, 13], [1, 23, 2, 22], [3, 7, 4, 6], [5, 11, 6, 10], [7, 17, 8, 16], [9, 5, 10, 4], [11, 24, 12, 1], [13, 19, 14, 18], [15, 9, 16, 8]]"
12a_0114_17,"[[15, 9, 16, 8], [17, 21, 18, 20], [19, 15, 20, 14], [21, 3, 22, 2], [23, 12, 24, 13], [1, 23, 2, 22], [3, 7, 4, 6], [5, 11, 6, 10], [7, 17, 8, 16], [9, 5, 10, 4], [11, 24, 12, 1], [13, 19, 14, 18]]"
12a_0114_18,"[[13, 19, 14, 18], [15, 9, 16, 8], [17, 21, 18, 20], [19, 15, 20, 14], [21, 3, 22, 2], [23, 12, 24, 13], [1, 23, 2, 22], [3, 7, 4, 6], [5, 11, 6, 10], [7, 17, 8, 16], [9, 5, 10, 4], [11, 24, 12, 1]]"
12a_0114_19,"[[11, 24, 12, 1], [13, 19, 14, 18], [15, 9, 16, 8], [17, 21, 18, 20], [19, 15, 20, 14], [21, 3, 22, 2], [23, 12, 24, 13], [1, 23, 2, 22], [3, 7, 4, 6], [5, 11, 6, 10], [7, 17, 8, 16], [9, 5, 10, 4]]"
12a_0114_20,"[[9, 5, 10, 4], [11, 24, 12, 1], [13, 19, 14, 18], [15, 9, 16, 8], [17, 21, 18, 20], [19, 15, 20, 14], [21, 3, 22, 2], [23, 12, 24, 13], [1, 23, 2, 22], [3, 7, 4, 6], [5, 11, 6, 10], [7, 17, 8, 16]]"
12a_0114_21,"[[7, 17, 8, 16], [9, 5, 10, 4], [11, 24, 12, 1], [13, 19, 14, 18], [15, 9, 16, 8], [17, 21, 18, 20], [19, 15, 20, 14], [21, 3, 22, 2], [23, 12, 24, 13], [1, 23, 2, 22], [3, 7, 4, 6], [5, 11, 6, 10]]"
