name,pd_notation
12a_0006_0,"[[24, 18, 1, 17], [2, 6, 3, 5], [4, 9, 5, 10], [6, 12, 7, 11], [8, 16, 9, 15], [10, 3, 11, 4], [12, 19, 13, 20], [14, 8, 15, 7], [16, 24, 17, 23], [18, 21, 19, 22], [20, 13, 21, 14], [22, 2, 23, 1]]"
12a_0006_1,"[[22, 2, 23, 1], [24, 18, 1, 17], [2, 6, 3, 5], [4, 9, 5, 10], [6, 12, 7, 11], [8, 16, 9, 15], [10, 3, 11, 4], [12, 19, 13, 20], [14, 8, 15, 7], [16, 24, 17, 23], [18, 21, 19, 22], [20, 13, 21, 14]]"
12a_0006_2,"[[20, 13, 21, 14], [22, 2, 23, 1], [24, 18, 1, 17], [2, 6, 3, 5], [4, 9, 5, 10], [6, 12, 7, 11], [8, 16, 9, 15], [10, 3, 11, 4], [12, 19, 13, 20], [14, 8, 15, 7], [16, 24, 17, 23], [18, 21, 19, 22]]"
12a_0006_3,"[[18, 21, 19, 22], [20, 13, 21, 14], [22, 2, 23, 1], [24, 18, 1, 17], [2, 6, 3, 5], [4, 9, 5, 10], [6, 12, 7, 11], [8, 16, 9, 15], [10, 3, 11, 4], [12, 19, 13, 20], [14, 8, 15, 7], [16, 24, 17, 23]]"
12a_0006_4,"[[16, 24, 17, 23], [18, 21, 19, 22], [20, 13, 21, 14], [22, 2, 23, 1], [24, 18, 1, 17], [2, 6, 3, 5], [4, 9, 5, 10], [6, 12, 7, 11], [8, 16, 9, 15], [10, 3, 11, 4], [12, 19, 13, 20], [14, 8, 15, 7]]"
12a_0006_5,"[[14, 8, 15, 7], [16, 24, 17, 23], [18, 21, 19, 22], [20, 13, 21, 14], [22, 2, 23, 1], [24, 18, 1, 17], [2, 6, 3, 5], [4, 9, 5, 10], [6, 12, 7, 11], [8, 16, 9, 15], [10, 3, 11, 4], [12, 19, 13, 20]]"
12a_0006_6,"[[12, 19, 13, 20], [14, 8, 15, 7], [16, 24, 17, 23], [18, 21, 19, 22], [20, 13, 21, 14], [22, 2, 23, 1], [24, 18, 1, 17], [2, 6, 3, 5], [4, 9, 5, 10], [6, 12, 7, 11], [8, 16, 9, 15], [10, 3, 11, 4]]"
12a_0006_7,"[[10, 3, 11, 4], [12, 19, 13, 20], [14, 8, 15, 7], [16, 24, 17, 23], [18, 21, 19, 22], [20, 13, 21, 14], [22, 2, 23, 1], [24, 18, 1, 17], [2, 6, 3, 5], [4, 9, 5, 10], [6, 12, 7, 11], [8, 16, 9, 15]]"
12a_0006_8,"[[8, 16, 9, 15], [10, 3, 11, 4], [12, 19, 13, 20], [14, 8, 15, 7], [16, 24, 17, 23], [18, 21, 19, 22], [20, 13, 21, 14], [22, 2, 23, 1], [24, 18, 1, 17], [2, 6, 3, 5], [4, 9, 5, 10], [6, 12, 7, 11]]"
12a_0006_9,"[[6, 12, 7, 11], [8, 16, 9, 15], [10, 3, 11, 4], [12, 19, 13, 20], [14, 8, 15, 7], [16, 24, 17, 23], [18, 21, 19, 22], [20, 13, 21, 14], [22, 2, 23, 1], [24, 18, 1, 17], [2, 6, 3, 5], [4, 9, 5, 10]]"
12a_0006_10,"[[4, 9, 5, 10], [6, 12, 7, 11], [8, 16, 9, 15], [10, 3, 11, 4], [12, 19, 13, 20], [14, 8, 15, 7], [16, 24, 17, 23], [18, 21, 19, 22], [20, 13, 21, 14], [22, 2, 23, 1], [24, 18, 1, 17], [2, 6, 3, 5]]"
12a_0006_11,"[[2, 6, 3, 5], [4, 9, 5, 10], [6, 12, 7, 11], [8, 16, 9, 15], [10, 3, 11, 4], [12, 19, 13, 20], [14, 8, 15, 7], [16, 24, 17, 23], [18, 21, 19, 22], [20, 13, 21, 14], [22, 2, 23, 1], [24, 18, 1, 17]]"
12a_0006_12,"[[1, 19, 2, 18], [3, 7, 4, 6], [5, 10, 6, 11], [7, 13, 8, 12], [9, 17, 10, 16], [11, 4, 12, 5], [13, 20, 14, 21], [15, 9, 16, 8], [17, 1, 18, 24], [19, 22, 20, 23], [21, 14, 22, 15], [23, 3, 24, 2]]"
12a_0006_13,"[[23, 3, 24, 2], [1, 19, 2, 18], [3, 7, 4, 6], [5, 10, 6, 11], [7, 13, 8, 12], [9, 17, 10, 16], [11, 4, 12, 5], [13, 20, 14, 21], [15, 9, 16, 8], [17, 1, 18, 24], [19, 22, 20, 23], [21, 14, 22, 15]]"
12a_0006_14,"[[21, 14, 22, 15], [23, 3, 24, 2], [1, 19, 2, 18], [3, 7, 4, 6], [5, 10, 6, 11], [7, 13, 8, 12], [9, 17, 10, 16], [11, 4, 12, 5], [13, 20, 14, 21], [15, 9, 16, 8], [17, 1, 18, 24], [19, 22, 20, 23]]"
